slot_person,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_item_a,slot_item_b,slot_super_category,slot_occasion,gcd_all,n_multiple_pairs,y
6,90,4.51085950651685,1,0,0,6,0,24,3.2188758248682006,1,0,4,3,4,3,3,2,1,6,0,204.0
12,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,26,8,4,3,3,0,120.0
8,94,4.553876891600541,1,1,4,3,4,3,1.3862943611198906,0,0,3,3,3,19,18,4,7,1,0,191.0
11,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,17,2,2,5,4,1,228.0
13,110,4.709530201312334,1,2,0,5,0,19,2.995732273553991,0,1,4,5,9,11,9,5,5,1,0,239.0
1,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,11,29,5,5,1,0,199.0
1,97,4.584967478670572,0,1,2,6,7,2,1.0986122886681098,1,2,2,2,2,13,23,0,1,1,0,196.0
2,104,4.653960350157523,1,2,4,6,4,18,2.9444389791664403,1,0,3,4,8,30,13,4,7,2,0,226.0
5,70,4.2626798770413155,1,1,0,0,0,22,3.1354942159291497,1,1,2,1,2,22,19,3,5,2,0,162.0
0,94,4.553876891600541,1,1,4,3,4,22,3.1354942159291497,1,1,2,1,2,23,20,5,0,2,0,210.0
1,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,21,28,6,3,2,0,144.0
4,110,4.709530201312334,1,2,0,5,0,20,3.044522437723423,1,2,0,6,0,31,22,0,0,10,0,240.0
13,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,15,10,5,6,4,1,220.0
2,73,4.30406509320417,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,7,23,0,0,1,0,154.0
10,74,4.31748811353631,1,2,4,4,4,19,2.995732273553991,0,1,4,5,9,23,10,5,1,1,0,167.0
6,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,13,23,0,0,4,0,124.0
13,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,24,21,2,3,9,0,72.0
2,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,23,24,5,2,2,1,46.0
2,84,4.442651256490317,1,0,4,0,4,24,3.2188758248682006,1,0,4,3,4,17,31,2,7,12,0,192.0
12,100,4.61512051684126,1,1,0,2,0,19,2.995732273553991,0,1,4,5,9,31,7,0,0,1,0,219.0
6,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,4,11,3,3,1,0,51.0
10,111,4.718498871295094,0,0,1,6,1,23,3.1780538303479458,0,2,3,2,3,21,12,6,7,1,0,245.0
1,22,3.1354942159291497,1,1,2,1,2,13,2.6390573296152584,0,1,3,6,3,14,17,6,4,1,0,57.0
4,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,23,20,5,2,1,0,41.0
11,100,4.61512051684126,1,1,0,2,0,9,2.302585092994046,0,0,4,2,9,21,17,6,5,1,0,209.0
13,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,20,11,3,1,20,1,60.0
11,18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,16,2,2,7,2,0,58.0
10,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,5,1,1,2,1,0,85.0
14,99,4.605170185988092,0,0,4,1,9,25,3.258096538021482,0,1,0,4,5,15,10,5,1,1,0,223.0
9,99,4.605170185988092,0,0,4,1,9,22,3.1354942159291497,1,1,2,1,2,28,27,1,2,11,0,220.0
0,114,4.74493212836325,1,0,4,2,4,12,2.5649493574615367,1,0,2,5,2,0,0,0,5,6,0,240.0
9,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,26,18,4,0,16,1,80.0
0,98,4.59511985013459,1,2,3,0,8,14,2.70805020110221,1,2,4,0,4,5,16,1,0,14,1,210.0
13,107,4.68213122712422,0,2,2,2,7,13,2.6390573296152584,0,1,3,6,3,8,1,1,2,1,0,227.0
6,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,19,18,4,2,1,0,80.0
13,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,29,14,6,6,7,0,91.0
3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,0,0,0,2,2,0,64.0
10,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,0,1,6,6,10,9,5,6,2,0,70.0
13,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,13,7,0,0,1,0,71.0
3,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,12,12,6,4,1,0,57.0
4,51,3.9512437185814275,0,0,1,2,1,21,3.091042453358316,0,0,1,0,1,2,2,2,6,3,0,123.0
4,47,3.871201010907891,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,25,25,3,7,1,0,100.0
5,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,26,30,4,6,1,0,81.0
9,62,4.143134726391533,1,2,2,6,2,13,2.6390573296152584,0,1,3,6,3,21,17,6,4,1,0,137.0
13,110,4.709530201312334,1,2,0,5,0,24,3.2188758248682006,1,0,4,3,4,26,8,4,3,2,0,244.0
8,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,18,0,0,4,5,1,75.0
8,116,4.762173934797756,1,2,1,4,6,1,0.6931471805599453,0,1,1,1,1,3,21,2,0,1,1,233.0
7,77,4.356708826689592,0,2,2,0,7,25,3.258096538021482,0,1,0,4,5,31,22,0,3,1,0,179.0
13,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,5,1,1,3,1,1,17.0
13,74,4.31748811353631,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,6,6,3,4,2,0,166.0
0,68,4.23410650459726,1,2,3,5,8,11,2.4849066497880004,0,2,1,4,1,27,24,5,7,1,0,147.0
10,116,4.762173934797756,1,2,1,4,6,16,2.833213344056216,1,1,1,2,6,3,15,2,4,4,0,248.0
9,44,3.8066624897703196,1,2,4,2,4,25,3.258096538021482,0,1,0,4,5,31,22,0,2,1,0,113.0
7,33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,8,1,1,0,3,0,75.0
0,34,3.5553480614894135,1,1,4,6,4,21,3.091042453358316,0,0,1,0,1,24,2,2,0,1,0,89.0
12,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,22,19,3,5,5,0,85.0
7,78,4.3694478524670215,1,0,3,1,8,23,3.1780538303479458,0,2,3,2,3,16,3,2,4,1,0,179.0
14,59,4.0943445622221,0,2,4,3,9,21,3.091042453358316,0,0,1,0,1,29,28,6,5,1,0,139.0
4,91,4.5217885770490405,0,1,1,0,1,14,2.70805020110221,1,2,4,0,4,18,26,0,2,7,0,196.0
12,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,10,9,5,4,1,0,59.0
5,98,4.59511985013459,1,2,3,0,8,22,3.1354942159291497,1,1,2,1,2,18,0,0,6,2,0,218.0
6,73,4.30406509320417,0,1,3,3,3,4,1.6094379124341003,1,1,4,4,4,24,3,2,3,1,0,150.0
2,33,3.5263605246161616,0,0,3,5,3,24,3.2188758248682006,1,0,4,3,4,20,19,3,1,3,0,90.0
14,95,4.564348191467836,0,2,0,4,5,6,1.9459101490553132,1,0,1,6,6,18,23,0,6,1,0,196.0
9,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,14,17,6,4,4,0,96.0
14,92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,19,8,4,6,4,0,192.0
2,49,3.912023005428146,0,1,4,0,9,17,2.8903717578961645,0,2,2,3,7,18,23,0,3,1,0,115.0
5,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,29,12,6,2,1,0,49.0
13,48,3.8918202981106265,1,0,3,6,8,9,2.302585092994046,0,0,4,2,9,16,2,2,5,3,0,105.0
7,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,25,4,3,5,1,0,53.0
2,96,4.574710978503383,1,0,1,5,6,14,2.70805020110221,1,2,4,0,4,7,26,0,1,2,0,206.0
0,68,4.23410650459726,1,2,3,5,8,22,3.1354942159291497,1,1,2,1,2,26,18,4,2,2,0,158.0
6,51,3.9512437185814275,0,0,1,2,1,13,2.6390573296152584,0,1,3,6,3,3,3,2,5,1,0,115.0
5,41,3.7376696182833684,0,2,1,6,1,20,3.044522437723423,1,2,0,6,0,9,8,4,2,1,0,102.0
12,50,3.9318256327243257,1,2,0,1,0,24,3.2188758248682006,1,0,4,3,4,18,0,0,5,2,0,124.0
10,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,0,1,5,9,13,4,0,3,0,87.0
2,104,4.653960350157523,1,2,4,6,4,20,3.044522437723423,1,2,0,6,0,9,13,4,4,4,0,228.0
7,103,4.6443908991413725,0,1,3,5,3,24,3.2188758248682006,1,0,4,3,4,21,12,6,1,1,0,230.0
1,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,24,3,2,3,1,0,62.0
1,37,3.6375861597263857,0,1,2,2,7,9,2.302585092994046,0,0,4,2,9,25,4,3,6,1,0,83.0
14,47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,19,18,4,0,1,0,96.0
13,69,4.248495242049359,0,0,4,6,9,23,3.1780538303479458,0,2,3,2,3,19,18,4,7,23,1,161.0
8,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,29,12,6,2,1,0,74.0
14,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,10,10,5,5,1,0,34.0
10,46,3.8501476017100584,1,1,1,4,6,10,2.3978952727983707,1,1,0,3,0,5,16,1,4,2,0,102.0
14,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,17,3,2,6,1,0,27.0
9,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,23,24,5,2,9,1,99.0
3,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,2,2,2,6,2,0,200.0
0,53,3.9889840465642745,0,2,3,4,3,22,3.1354942159291497,1,1,2,1,2,15,9,5,3,1,0,128.0
12,118,4.77912349311153,1,1,3,6,8,4,1.6094379124341003,1,1,4,4,4,25,19,3,0,2,0,240.0
9,58,4.07753744390572,1,1,3,2,8,17,2.8903717578961645,0,2,2,3,7,1,16,1,6,1,0,133.0
10,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,14,17,6,5,1,0,67.0
3,61,4.127134385045092,0,1,1,5,1,8,2.1972245773362196,1,2,3,1,8,22,6,3,2,1,0,130.0
10,110,4.709530201312334,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,29,14,6,3,2,1,222.0
6,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,8,27,1,4,1,0,105.0
13,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,2,21,2,4,1,0,91.0
0,61,4.127134385045092,0,1,1,5,1,14,2.70805020110221,1,2,4,0,4,31,7,0,5,1,0,136.0
3,120,4.795790545596741,1,0,0,1,0,15,2.772588722239781,0,0,0,1,5,26,8,4,2,15,1,255.0
4,80,4.394449154672439,1,2,0,3,0,23,3.1780538303479458,0,2,3,2,3,2,21,2,6,1,0,183.0
5,66,4.204692619390966,1,0,1,3,6,11,2.4849066497880004,0,2,1,4,1,14,14,6,6,11,1,143.0
10,120,4.795790545596741,1,0,0,1,0,1,0.6931471805599453,0,1,1,1,1,29,14,6,6,1,1,241.0
7,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,9,8,4,3,2,0,74.0
3,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,26,30,4,5,1,0,46.0
6,56,4.04305126783455,1,2,1,0,6,23,3.1780538303479458,0,2,3,2,3,10,20,5,3,1,0,135.0
4,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,24,2,2,0,3,0,42.0
9,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,16,15,2,1,20,1,100.0
2,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,0,2,2,3,7,25,25,3,7,1,0,63.0
12,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,23,24,5,6,4,0,80.0
4,75,4.330733340286331,0,0,0,5,5,9,2.302585092994046,0,0,4,2,9,20,19,3,0,3,0,159.0
10,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,6,6,3,5,1,0,36.0
2,43,3.784189633918261,0,1,3,1,3,16,2.833213344056216,1,1,1,2,6,21,17,6,3,1,0,102.0
5,89,4.499809670330265,0,2,4,5,9,20,3.044522437723423,1,2,0,6,0,20,19,3,4,1,0,198.0
14,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,14,17,6,3,3,0,90.0
4,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,28,27,1,1,1,0,79.0
0,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,11,29,5,6,7,0,91.0
4,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,20,25,3,2,6,0,132.0
1,107,4.68213122712422,0,2,2,2,7,4,1.6094379124341003,1,1,4,4,4,30,13,4,3,1,0,218.0
6,94,4.553876891600541,1,1,4,3,4,19,2.995732273553991,0,1,4,5,9,18,7,0,1,1,0,207.0
8,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,15,10,5,6,4,1,156.0
11,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,1,1,1,2,7,1,35.0
10,114,4.74493212836325,1,0,4,2,4,12,2.5649493574615367,1,0,2,5,2,27,20,5,0,6,0,240.0
7,119,4.787491742782046,0,2,4,0,9,15,2.772588722239781,0,0,0,1,5,22,4,3,1,1,0,253.0
11,107,4.68213122712422,0,2,2,2,7,18,2.9444389791664403,1,0,3,4,8,29,14,6,3,1,0,232.0
1,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,23,29,5,2,4,0,92.0
14,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,10,9,5,7,1,0,67.0
3,30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,1,27,1,6,5,0,85.0
9,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,22,19,3,5,1,0,83.0
11,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,27,9,5,6,1,0,45.0
7,99,4.605170185988092,0,0,4,1,9,18,2.9444389791664403,1,0,3,4,8,8,27,1,5,9,0,216.0
0,70,4.2626798770413155,1,1,0,0,0,13,2.6390573296152584,0,1,3,6,3,0,23,0,0,1,0,153.0
1,26,3.295836866004329,1,2,1,5,6,24,3.2188758248682006,1,0,4,3,4,9,13,4,6,2,0,76.0
9,72,4.290459441148391,1,0,2,2,2,13,2.6390573296152584,0,1,3,6,3,5,5,1,5,1,0,157.0
8,53,3.9889840465642745,0,2,3,4,3,22,3.1354942159291497,1,1,2,1,2,28,16,1,7,1,0,128.0
14,100,4.61512051684126,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,1,27,1,2,1,1,201.0
7,76,4.343805421853684,1,1,1,6,6,11,2.4849066497880004,0,2,1,4,1,14,17,6,0,1,0,163.0
6,44,3.8066624897703196,1,2,4,2,4,19,2.995732273553991,0,1,4,5,9,14,28,6,4,1,0,107.0
12,62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,3,21,2,5,2,0,144.0
9,114,4.74493212836325,1,0,4,2,4,7,2.0794415416798357,0,1,2,0,7,18,7,0,2,1,0,235.0
2,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,20,19,3,0,6,0,60.0
14,46,3.8501476017100584,1,1,1,4,6,24,3.2188758248682006,1,0,4,3,4,15,10,5,2,2,0,116.0
1,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,26,18,4,4,8,1,40.0
12,92,4.532599493153256,1,2,2,1,2,15,2.772588722239781,0,0,0,1,5,9,8,4,6,1,0,199.0
1,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,19,13,4,0,1,0,87.0
4,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,21,17,6,7,1,0,121.0
5,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,11,29,5,1,15,1,75.0
0,103,4.6443908991413725,0,1,3,5,3,25,3.258096538021482,0,1,0,4,5,14,28,6,6,1,0,231.0
6,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,31,7,0,1,2,0,46.0
2,34,3.5553480614894135,1,1,4,6,4,23,3.1780538303479458,0,2,3,2,3,21,12,6,3,1,0,91.0
8,68,4.23410650459726,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,9,13,4,4,2,0,154.0
7,103,4.6443908991413725,0,1,3,5,3,19,2.995732273553991,0,1,4,5,9,9,13,4,1,1,0,225.0
1,82,4.418840607796598,1,1,2,5,2,21,3.091042453358316,0,0,1,0,1,17,3,2,0,1,0,185.0
5,103,4.6443908991413725,0,1,3,5,3,10,2.3978952727983707,1,1,0,3,0,3,31,2,1,1,0,216.0
13,33,3.5263605246161616,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,30,18,4,5,3,0,81.0
1,88,4.48863636973214,1,1,3,4,8,15,2.772588722239781,0,0,0,1,5,19,18,4,2,1,0,191.0
6,69,4.248495242049359,0,0,4,6,9,15,2.772588722239781,0,0,0,1,5,28,27,1,7,3,0,153.0
1,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,12,12,6,3,2,0,104.0
5,102,4.634728988229636,1,0,2,4,2,21,3.091042453358316,0,0,1,0,1,0,22,0,3,3,0,225.0
3,48,3.8918202981106265,1,0,3,6,8,11,2.4849066497880004,0,2,1,4,1,23,20,5,3,1,0,107.0
10,100,4.61512051684126,1,1,0,2,0,20,3.044522437723423,1,2,0,6,0,15,10,5,2,20,1,220.0
7,41,3.7376696182833684,0,2,1,6,1,21,3.091042453358316,0,0,1,0,1,30,30,4,2,1,0,103.0
7,88,4.48863636973214,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,7,26,0,0,1,0,183.0
9,76,4.343805421853684,1,1,1,6,6,12,2.5649493574615367,1,0,2,5,2,4,19,3,1,4,0,164.0
3,97,4.584967478670572,0,1,2,6,7,1,0.6931471805599453,0,1,1,1,1,17,3,2,5,1,1,195.0
11,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,29,14,6,6,2,0,130.0
11,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,21,17,6,3,1,0,49.0
4,48,3.8918202981106265,1,0,3,6,8,22,3.1354942159291497,1,1,2,1,2,12,17,6,1,2,0,118.0
8,100,4.61512051684126,1,1,0,2,0,22,3.1354942159291497,1,1,2,1,2,22,4,3,4,2,0,222.0
14,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,21,28,6,3,1,0,77.0
7,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,16,3,2,2,1,0,45.0
12,48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,8,5,1,3,6,1,102.0
10,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,8,27,1,3,1,1,105.0
1,41,3.7376696182833684,0,2,1,6,1,15,2.772588722239781,0,0,0,1,5,12,12,6,3,1,0,97.0
12,91,4.5217885770490405,0,1,1,0,1,20,3.044522437723423,1,2,0,6,0,17,2,2,0,1,0,202.0
1,77,4.356708826689592,0,2,2,0,7,10,2.3978952727983707,1,1,0,3,0,19,13,4,1,1,0,164.0
2,67,4.219507705176107,0,1,2,4,7,9,2.302585092994046,0,0,4,2,9,8,5,1,6,1,0,143.0
3,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,4,11,3,6,2,0,62.0
12,119,4.787491742782046,0,2,4,0,9,25,3.258096538021482,0,1,0,4,5,5,5,1,4,1,0,263.0
3,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,1,1,1,7,1,0,43.0
9,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,19,13,4,0,1,0,102.0
2,31,3.4657359027997265,0,1,1,3,1,10,2.3978952727983707,1,1,0,3,0,27,9,5,4,1,0,72.0
5,51,3.9512437185814275,0,0,1,2,1,23,3.1780538303479458,0,2,3,2,3,0,22,0,1,1,0,125.0
8,78,4.3694478524670215,1,0,3,1,8,15,2.772588722239781,0,0,0,1,5,13,0,0,6,3,0,171.0
7,107,4.68213122712422,0,2,2,2,7,14,2.70805020110221,1,2,4,0,4,0,23,0,2,1,0,228.0
1,85,4.454347296253507,0,1,0,1,5,20,3.044522437723423,1,2,0,6,0,1,27,1,3,5,0,190.0
11,76,4.343805421853684,1,1,1,6,6,19,2.995732273553991,0,1,4,5,9,30,30,4,7,19,1,171.0
6,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,11,29,5,3,1,0,41.0
7,108,4.6913478822291435,1,0,3,3,8,25,3.258096538021482,0,1,0,4,5,3,15,2,7,1,0,241.0
2,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,6,11,3,6,5,1,125.0
1,115,4.7535901911063645,0,1,0,3,5,22,3.1354942159291497,1,1,2,1,2,30,18,4,4,1,0,252.0
8,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,31,7,0,6,1,0,27.0
1,88,4.48863636973214,1,1,3,4,8,20,3.044522437723423,1,2,0,6,0,31,26,0,4,4,0,196.0
8,80,4.394449154672439,1,2,0,3,0,17,2.8903717578961645,0,2,2,3,7,21,28,6,2,1,0,177.0
7,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,13,23,0,4,2,0,50.0
3,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,14,14,6,5,5,0,50.0
3,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,29,14,6,4,1,0,31.0
14,113,4.736198448394496,0,2,3,1,3,4,1.6094379124341003,1,1,4,4,4,10,20,5,3,1,0,230.0
7,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,6,25,3,6,4,1,220.0
11,101,4.624972813284271,0,2,1,3,1,20,3.044522437723423,1,2,0,6,0,9,13,4,3,1,0,222.0
11,28,3.367295829986474,1,1,3,0,8,22,3.1354942159291497,1,1,2,1,2,16,2,2,1,2,0,78.0
6,68,4.23410650459726,1,2,3,5,8,8,2.1972245773362196,1,2,3,1,8,6,25,3,6,4,0,144.0
10,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,25,25,3,4,2,0,36.0
14,31,3.4657359027997265,0,1,1,3,1,8,2.1972245773362196,1,2,3,1,8,15,20,5,4,1,0,70.0
9,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,12,17,6,5,5,1,245.0
4,30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,9,8,4,0,2,0,76.0
2,70,4.2626798770413155,1,1,0,0,0,25,3.258096538021482,0,1,0,4,5,4,25,3,5,5,0,165.0
6,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,27,9,5,6,4,1,132.0
1,86,4.465908118654584,1,2,1,2,6,14,2.70805020110221,1,2,4,0,4,19,8,4,1,2,0,186.0
0,47,3.871201010907891,0,2,2,5,7,22,3.1354942159291497,1,1,2,1,2,27,20,5,4,1,0,116.0
11,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,23,29,5,3,5,0,70.0
0,73,4.30406509320417,0,1,3,3,3,20,3.044522437723423,1,2,0,6,0,5,5,1,4,1,0,166.0
10,114,4.74493212836325,1,0,4,2,4,10,2.3978952727983707,1,1,0,3,0,17,31,2,1,2,0,238.0
14,17,2.8903717578961645,0,2,2,3,7,18,2.9444389791664403,1,0,3,4,8,24,2,2,1,1,0,52.0
11,106,4.672828834461906,1,1,1,1,6,1,0.6931471805599453,0,1,1,1,1,29,12,6,3,1,1,213.0
2,51,3.9512437185814275,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,2,31,2,1,3,0,114.0
2,96,4.574710978503383,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,21,12,6,3,3,1,195.0
7,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,29,28,6,3,1,0,79.0
11,97,4.584967478670572,0,1,2,6,7,19,2.995732273553991,0,1,4,5,9,25,25,3,5,1,0,213.0
6,96,4.574710978503383,1,0,1,5,6,22,3.1354942159291497,1,1,2,1,2,24,21,2,4,2,0,214.0
13,41,3.7376696182833684,0,2,1,6,1,19,2.995732273553991,0,1,4,5,9,17,2,2,4,1,0,101.0
13,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,26,18,4,7,14,1,98.0
5,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,23,29,5,0,2,0,144.0
5,48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,0,4,5,6,25,3,0,1,0,121.0
5,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,5,1,1,2,1,0,74.0
0,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,7,26,0,1,1,0,84.0
10,103,4.6443908991413725,0,1,3,5,3,1,0.6931471805599453,0,1,1,1,1,8,1,1,2,1,1,207.0
10,80,4.394449154672439,1,2,0,3,0,12,2.5649493574615367,1,0,2,5,2,11,9,5,1,4,0,172.0
10,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,13,0,0,7,2,0,22.0
6,87,4.477336814478207,0,0,2,3,7,9,2.302585092994046,0,0,4,2,9,25,19,3,6,3,0,183.0
9,84,4.442651256490317,1,0,4,0,4,16,2.833213344056216,1,1,1,2,6,10,20,5,1,4,0,184.0
2,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,29,14,6,3,2,0,34.0
11,62,4.143134726391533,1,2,2,6,2,20,3.044522437723423,1,2,0,6,0,13,22,0,3,2,0,144.0
5,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,28,27,1,3,2,0,110.0
2,65,4.189654742026425,0,2,0,2,5,7,2.0794415416798357,0,1,2,0,7,24,31,2,5,1,0,137.0
5,61,4.127134385045092,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,19,8,4,3,1,0,128.0
