slot_reported,slot_reported_abs_log1p,slot_reported_is_even,slot_reported_mod3,slot_reported_mod5,slot_reported_mod7,slot_reported_mod10,slot_percent,slot_percent_abs_log1p,slot_percent_is_even,slot_percent_mod3,slot_percent_mod5,slot_percent_mod7,slot_percent_mod10,slot_name_overstater,slot_name_corrector,slot_event,gcd_all,n_multiple_pairs,y
513,6.2422232654551655,0,0,3,2,3,35,3.58351893845611,0,2,0,0,5,1,3,4,1,0,380.0
1794,7.492760300922379,1,0,4,2,4,38,3.6635616461296463,1,2,3,3,8,1,0,2,2,0,1300.0
2975,7.998335395952982,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,1,6,3,1,0,2500.0
265,5.583496308781699,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,2,6,6,1,0,250.0
160,5.081404364984463,1,1,0,6,0,28,3.367295829986474,1,1,3,0,8,2,6,9,4,0,125.0
114,4.74493212836325,1,0,4,2,4,52,3.970291913552122,1,1,2,3,2,1,1,2,2,0,75.0
545,6.302618975744905,0,2,0,6,5,9,2.302585092994046,0,0,4,2,9,1,2,7,1,0,500.0
667,6.504288173536645,0,1,2,2,7,45,3.828641396489095,0,0,0,3,5,4,2,1,1,0,460.0
1323,7.188412736496954,0,0,3,0,3,47,3.871201010907891,0,2,2,5,7,1,5,4,1,0,900.0
2703,7.902487437162855,0,0,3,1,3,59,4.0943445622221,0,2,4,3,9,1,5,4,1,0,1700.0
378,5.937536205082426,1,0,3,0,8,8,2.1972245773362196,1,2,3,1,8,3,1,0,2,0,350.0
378,5.937536205082426,1,0,3,0,8,35,3.58351893845611,0,2,0,0,5,2,5,5,7,0,280.0
725,6.587550014824796,0,2,0,4,5,16,2.833213344056216,1,1,1,2,6,0,5,8,1,0,625.0
3666,8.207129168071326,1,0,1,5,6,41,3.7376696182833684,0,2,1,6,1,3,2,3,1,0,2600.0
1272,7.149131598557407,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,7,2,6,1,1200.0
175,5.170483995038151,0,1,0,0,5,40,3.713572066704308,1,1,0,5,0,7,2,2,5,0,125.0
710,6.566672429803241,1,2,0,3,0,42,3.7612001156935624,1,0,2,0,2,7,1,0,2,0,500.0
484,6.184148890937483,1,1,4,1,4,21,3.091042453358316,0,0,1,0,1,0,2,3,1,0,400.0
3591,8.18646442942209,0,0,1,0,1,33,3.5263605246161616,0,0,3,5,3,2,2,7,3,0,2700.0
906,6.810142450115136,1,0,1,3,6,51,3.9512437185814275,0,0,1,2,1,7,7,7,3,0,600.0
471,6.156978985585555,0,0,1,2,1,57,4.060443010546419,0,0,2,1,7,6,4,3,3,0,300.0
2370,7.771067086065406,1,0,0,4,0,58,4.07753744390572,1,1,3,2,8,3,5,3,2,0,1500.0
1887,7.543273346705446,0,0,2,4,7,11,2.4849066497880004,0,2,1,4,1,4,0,1,1,0,1700.0
112,4.727387818712341,1,1,2,0,2,40,3.713572066704308,1,1,0,5,0,2,4,2,8,0,80.0
248,5.517452896464707,1,2,3,3,8,24,3.2188758248682006,1,0,4,3,4,4,6,4,8,0,200.0
420,6.042632833682381,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,7,7,4,5,1,400.0
224,5.41610040220442,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,2,0,0,28,1,175.0
894,6.796823718274855,1,0,4,5,4,49,3.912023005428146,0,1,4,0,9,5,0,8,1,0,600.0
1003,6.911747300251674,0,1,3,2,3,18,2.9444389791664403,1,0,3,4,8,7,0,5,1,0,850.0
882,6.78332520060396,1,0,2,0,2,26,3.295836866004329,1,2,1,5,6,2,1,7,2,0,700.0
1539,7.3395376954076745,0,0,4,6,9,14,2.70805020110221,1,2,4,0,4,2,6,2,1,0,1350.0
2058,7.629975707027789,1,0,3,0,8,47,3.871201010907891,0,2,2,5,7,7,4,9,1,0,1400.0
315,5.755742213586912,0,0,0,0,5,26,3.295836866004329,1,2,1,5,6,0,0,4,1,0,250.0
2385,7.777373602657861,0,0,0,5,5,59,4.0943445622221,0,2,4,3,9,2,6,0,1,0,1500.0
901,6.804614520062624,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,5,0,7,1,0,850.0
3278,8.095293776844649,1,2,3,2,8,49,3.912023005428146,0,1,4,0,9,2,1,1,1,0,2200.0
508,6.2324480165505225,1,1,3,4,8,27,3.332204510175204,0,0,2,6,7,5,0,2,1,0,400.0
112,4.727387818712341,1,1,2,0,2,40,3.713572066704308,1,1,0,5,0,7,4,4,8,0,80.0
1180,7.074116816197362,1,1,0,4,0,18,2.9444389791664403,1,0,3,4,8,4,6,1,2,0,1000.0
312,5.746203190540153,1,0,2,4,2,30,3.4339872044851463,1,0,0,2,0,0,7,5,6,0,240.0
870,6.769641976852503,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,1,0,4,2,0,750.0
63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,1,5,4,1,0,60.0
1711,7.445417556701687,0,1,1,3,1,18,2.9444389791664403,1,0,3,4,8,0,6,8,1,0,1450.0
476,6.1675164908883415,1,2,1,0,6,19,2.995732273553991,0,1,4,5,9,4,0,5,1,0,400.0
1809,7.501082124259871,0,0,4,3,9,34,3.5553480614894135,1,1,4,6,4,1,2,3,1,0,1350.0
522,6.259581464064923,1,0,2,4,2,16,2.833213344056216,1,1,1,2,6,1,6,2,2,0,450.0
118,4.77912349311153,1,1,3,6,8,18,2.9444389791664403,1,0,3,4,8,7,3,2,2,0,100.0
2669,7.8898337513942955,0,2,4,2,9,57,4.060443010546419,0,0,2,1,7,2,5,3,1,0,1700.0
1073,6.97914527506881,0,2,3,2,3,48,3.8918202981106265,1,0,3,6,8,5,3,8,1,0,725.0
1064,6.970730078143525,1,2,4,0,4,52,3.970291913552122,1,1,2,3,2,1,0,4,4,0,700.0
159,5.075173815233827,0,0,4,5,9,6,1.9459101490553132,1,0,1,6,6,0,4,3,3,0,150.0
1917,7.559038255443384,0,0,2,6,7,42,3.7612001156935624,1,0,2,0,2,1,2,0,3,0,1350.0
144,4.976733742420574,1,0,4,4,4,60,4.110873864173311,1,0,0,4,0,3,7,9,12,0,90.0
1287,7.160845906664299,0,0,2,6,7,17,2.8903717578961645,0,2,2,3,7,0,6,4,1,0,1100.0
42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,2,7,5,1,0,40.0
949,6.856461984594587,0,1,4,4,9,46,3.8501476017100584,1,1,1,4,6,0,6,7,1,0,650.0
2709,7.904703913873747,0,0,4,0,9,29,3.4011973816621555,0,2,4,1,9,6,3,0,1,0,2100.0
847,6.742880635791903,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,1,7,2,1,0,550.0
222,5.407171771460119,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,6,1,9,6,0,150.0
155,5.049856007249537,0,2,0,1,5,55,4.02535169073515,0,1,0,6,5,3,1,9,5,0,100.0
1694,7.43543801981455,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,6,6,7,7,0,1400.0
959,6.866933284461882,0,2,4,0,9,37,3.6375861597263857,0,1,2,2,7,0,2,8,1,0,700.0
3014,8.011355109161286,1,2,4,4,4,37,3.6375861597263857,0,1,2,2,7,4,6,9,1,0,2200.0
165,5.111987788356544,0,0,0,4,5,10,2.3978952727983707,1,1,0,3,0,1,2,0,5,0,150.0
1926,7.563719668414366,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,5,3,0,1,0,1800.0
1131,7.0317412587631285,0,0,1,4,1,56,4.04305126783455,1,2,1,0,6,2,2,0,1,0,725.0
984,6.892641641172089,1,0,4,4,4,23,3.1780538303479458,0,2,3,2,3,7,4,3,1,0,800.0
464,6.142037405587356,1,2,4,2,4,16,2.833213344056216,1,1,1,2,6,6,6,1,16,1,400.0
2527,7.8351837552667485,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,5,0,2,1,0,1900.0
4172,8.336390480591552,1,2,2,0,2,49,3.912023005428146,0,1,4,0,9,0,6,4,7,0,2800.0
735,6.601230118728877,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,0,0,5,1,0,500.0
384,5.953243334287785,1,0,4,6,4,28,3.367295829986474,1,1,3,0,8,0,5,3,4,0,300.0
1110,7.01301578963963,1,0,0,4,0,11,2.4849066497880004,0,2,1,4,1,6,5,6,1,0,1000.0
1107,7.010311867307229,0,0,2,1,7,23,3.1780538303479458,0,2,3,2,3,1,1,8,1,0,900.0
1290,7.1631723908466425,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,4,5,3,1,0,1000.0
1606,7.382124365737512,1,1,1,3,6,46,3.8501476017100584,1,1,1,4,6,4,5,4,2,0,1100.0
636,6.456769655572163,1,0,1,6,6,59,4.0943445622221,0,2,4,3,9,2,6,3,1,0,400.0
288,5.666426688112432,1,0,3,1,8,44,3.8066624897703196,1,2,4,2,4,2,7,1,4,0,200.0
3775,8.236420527265391,0,1,0,2,5,51,3.9512437185814275,0,0,1,2,1,4,6,4,1,0,2500.0
2507,7.827240901752812,0,2,2,1,7,9,2.302585092994046,0,0,4,2,9,3,5,4,1,0,2300.0
2310,7.745435610274381,1,0,0,0,0,54,4.007333185232471,1,0,4,5,4,2,7,3,6,0,1500.0
535,6.284134161070802,0,1,0,3,5,7,2.0794415416798357,0,1,2,0,7,5,1,5,1,0,500.0
588,6.3784261836515865,1,0,3,0,8,12,2.5649493574615367,1,0,2,5,2,6,1,1,12,1,525.0
850,6.7464121285733745,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,3,4,1,2,0,625.0
65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,3,7,9,5,0,52.0
87,4.477336814478207,0,0,2,3,7,45,3.828641396489095,0,0,0,3,5,5,5,0,3,0,60.0
3366,8.121777419161074,1,0,1,6,6,53,3.9889840465642745,0,2,3,4,3,3,4,6,1,0,2200.0
1224,7.110696122978827,1,0,4,6,4,53,3.9889840465642745,0,2,3,4,3,4,0,0,1,0,800.0
2709,7.904703913873747,0,0,4,0,9,29,3.4011973816621555,0,2,4,1,9,6,5,3,1,0,2100.0
84,4.442651256490317,1,0,4,0,4,40,3.713572066704308,1,1,0,5,0,6,4,9,4,0,60.0
1590,7.372118028337787,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,3,2,0,6,1,1500.0
124,4.8283137373023015,1,1,4,5,4,24,3.2188758248682006,1,0,4,3,4,2,1,0,4,0,100.0
2460,7.8083230503910555,1,0,0,3,0,23,3.1780538303479458,0,2,3,2,3,3,3,7,1,0,2000.0
144,4.976733742420574,1,0,4,4,4,60,4.110873864173311,1,0,0,4,0,2,2,6,12,0,90.0
110,4.709530201312334,1,2,0,5,0,25,3.258096538021482,0,1,0,4,5,4,3,2,5,0,88.0
696,6.546785410760524,1,0,1,3,6,45,3.828641396489095,0,0,0,3,5,5,7,4,3,0,480.0
1140,7.039660349862076,1,0,0,6,0,14,2.70805020110221,1,2,4,0,4,2,1,6,2,0,1000.0
380,5.942799375126701,1,2,0,2,0,52,3.970291913552122,1,1,2,3,2,2,2,2,4,0,250.0
3278,8.095293776844649,1,2,3,2,8,49,3.912023005428146,0,1,4,0,9,5,2,9,1,0,2200.0
128,4.859812404361672,1,2,3,2,8,60,4.110873864173311,1,0,0,4,0,0,5,2,4,0,80.0
371,5.918893854273146,0,2,1,0,1,6,1.9459101490553132,1,0,1,6,6,0,6,4,1,0,350.0
949,6.856461984594587,0,1,4,4,9,46,3.8501476017100584,1,1,1,4,6,0,3,7,1,0,650.0
462,6.137727054086234,1,0,2,0,2,54,4.007333185232471,1,0,4,5,4,0,6,1,6,0,300.0
3810,8.24564690087386,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,4,5,6,3,0,3000.0
4230,8.350193650720067,1,0,0,2,0,41,3.7376696182833684,0,2,1,6,1,6,4,8,1,0,3000.0
65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,5,3,4,5,0,52.0
1539,7.3395376954076745,0,0,4,6,9,14,2.70805020110221,1,2,4,0,4,4,3,5,1,0,1350.0
584,6.371611847231857,1,2,4,3,4,46,3.8501476017100584,1,1,1,4,6,1,3,8,2,0,400.0
69,4.248495242049359,0,0,4,6,9,15,2.772588722239781,0,0,0,1,5,6,7,4,3,0,60.0
756,6.6293632534374485,1,0,1,0,6,44,3.8066624897703196,1,2,4,2,4,3,2,0,4,0,525.0
279,5.634789603169249,0,0,4,6,9,24,3.2188758248682006,1,0,4,3,4,2,7,1,3,0,225.0
1107,7.010311867307229,0,0,2,1,7,23,3.1780538303479458,0,2,3,2,3,0,0,5,1,0,900.0
1161,7.057897937411856,0,0,1,6,1,29,3.4011973816621555,0,2,4,1,9,3,5,0,1,0,900.0
319,5.768320995793772,0,1,4,4,9,45,3.828641396489095,0,0,0,3,5,4,6,5,1,0,220.0
477,6.169610732491456,0,0,2,1,7,59,4.0943445622221,0,2,4,3,9,3,3,6,1,0,300.0
990,6.898714534329988,1,0,0,3,0,32,3.4965075614664802,1,2,2,4,2,7,5,6,2,0,750.0
513,6.2422232654551655,0,0,3,2,3,8,2.1972245773362196,1,2,3,1,8,1,6,3,1,0,475.0
1785,7.487733761436444,0,0,0,0,5,19,2.995732273553991,0,1,4,5,9,6,4,1,1,0,1500.0
297,5.697093486505405,0,0,2,3,7,10,2.3978952727983707,1,1,0,3,0,0,0,6,1,0,270.0
903,6.806829360392176,0,0,3,0,3,29,3.4011973816621555,0,2,4,1,9,6,3,6,1,0,700.0
1712,7.44600149832412,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,6,4,5,1,0,1600.0
1311,7.179307969504034,0,0,1,2,1,38,3.6635616461296463,1,2,3,3,8,0,2,4,19,0,950.0
357,5.8805329864007,0,0,2,0,7,5,1.791759469228055,0,2,0,5,5,6,6,8,1,0,340.0
1284,7.158513997329321,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,4,3,5,1,0,1200.0
1155,7.052721049232323,0,0,0,0,5,54,4.007333185232471,1,0,4,5,4,7,5,6,3,0,750.0
2620,7.8713112033234065,1,1,0,2,0,31,3.4657359027997265,0,1,1,3,1,1,6,2,1,0,2000.0
3498,8.160232492367689,1,0,3,5,8,59,4.0943445622221,0,2,4,3,9,2,2,5,1,0,2200.0
2499,7.824046010856292,0,0,4,0,9,47,3.871201010907891,0,2,2,5,7,2,4,6,1,0,1700.0
339,5.8289456176102075,0,0,4,3,9,13,2.6390573296152584,0,1,3,6,3,1,4,1,1,0,300.0
583,6.369900982828227,0,1,3,2,3,6,1.9459101490553132,1,0,1,6,6,2,2,1,1,0,550.0
322,5.777652323222656,1,1,2,0,2,15,2.772588722239781,0,0,0,1,5,0,6,2,1,0,280.0
638,6.459904454377535,1,2,3,1,8,45,3.828641396489095,0,0,0,3,5,2,6,8,1,0,440.0
990,6.898714534329988,1,0,0,3,0,32,3.4965075614664802,1,2,2,4,2,2,7,3,2,0,750.0
124,4.8283137373023015,1,1,4,5,4,24,3.2188758248682006,1,0,4,3,4,0,1,6,4,0,100.0
27,3.332204510175204,0,0,2,6,7,50,3.9318256327243257,1,2,0,1,0,0,4,4,1,0,18.0
1199,7.090076835776092,0,2,4,2,9,9,2.302585092994046,0,0,4,2,9,4,3,2,1,0,1100.0
66,4.204692619390966,1,0,1,3,6,32,3.4965075614664802,1,2,2,4,2,0,5,8,2,0,50.0
720,6.580639137284949,1,0,0,6,0,44,3.8066624897703196,1,2,4,2,4,6,4,6,4,0,500.0
1652,7.410347097821024,1,2,2,0,2,18,2.9444389791664403,1,0,3,4,8,4,3,4,2,0,1400.0
84,4.442651256490317,1,0,4,0,4,50,3.9318256327243257,1,2,0,1,0,4,2,7,2,0,56.0
285,5.655991810819852,0,0,0,5,5,14,2.70805020110221,1,2,4,0,4,1,7,3,1,0,250.0
1208,7.097548850614793,1,2,3,4,8,51,3.9512437185814275,0,0,1,2,1,0,0,3,1,0,800.0
924,6.829793737512425,1,0,4,0,4,54,4.007333185232471,1,0,4,5,4,7,4,0,6,0,600.0
1769,7.478734825567875,0,2,4,5,9,22,3.1354942159291497,1,1,2,1,2,6,7,0,1,0,1450.0
259,5.560681631015528,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,0,3,4,1,0,175.0
702,6.555356891810665,1,0,2,2,2,8,2.1972245773362196,1,2,3,1,8,6,5,4,2,0,650.0
737,6.6039438246004725,0,2,2,2,7,34,3.5553480614894135,1,1,4,6,4,1,2,8,1,0,550.0
160,5.081404364984463,1,1,0,6,0,60,4.110873864173311,1,0,0,4,0,5,3,2,20,0,100.0
1062,6.968850378341948,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,3,5,0,18,1,900.0
1744,7.4645098346365275,1,1,4,1,4,9,2.302585092994046,0,0,4,2,9,1,7,2,1,0,1600.0
2260,7.72356247227797,1,1,0,6,0,13,2.6390573296152584,0,1,3,6,3,4,7,5,1,0,2000.0
1095,6.999422467507961,0,0,0,3,5,46,3.8501476017100584,1,1,1,4,6,6,7,5,1,0,750.0
2718,7.908019444632471,1,0,3,2,8,51,3.9512437185814275,0,0,1,2,1,6,5,3,3,0,1800.0
825,6.716594773520978,0,0,0,6,5,32,3.4965075614664802,1,2,2,4,2,1,7,9,1,0,625.0
3892,8.266935347610456,1,1,2,0,2,39,3.6888794541139363,0,0,4,4,9,0,5,6,1,0,2800.0
999,6.907755278982137,0,0,4,5,9,48,3.8918202981106265,1,0,3,6,8,1,5,1,3,0,675.0
546,6.304448802421981,1,0,1,0,6,5,1.791759469228055,0,2,0,5,5,7,6,3,1,0,520.0
84,4.442651256490317,1,0,4,0,4,20,3.044522437723423,1,2,0,6,0,1,5,4,4,0,70.0
918,6.823286122355687,1,0,3,1,8,53,3.9889840465642745,0,2,3,4,3,2,1,9,1,0,600.0
3164,8.059908334578276,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,1,3,1,1,0,2800.0
260,5.564520407322694,1,2,0,1,0,30,3.4339872044851463,1,0,0,2,0,3,0,5,10,0,200.0
95,4.564348191467836,0,2,0,4,5,25,3.258096538021482,0,1,0,4,5,2,0,5,5,0,76.0
371,5.918893854273146,0,2,1,0,1,6,1.9459101490553132,1,0,1,6,6,4,5,2,1,0,350.0
258,5.556828061699537,1,0,3,6,8,29,3.4011973816621555,0,2,4,1,9,4,0,3,1,0,200.0
3014,8.011355109161286,1,2,4,4,4,37,3.6375861597263857,0,1,2,2,7,6,1,6,1,0,2200.0
3857,8.257904193465674,0,2,2,0,7,33,3.5263605246161616,0,0,3,5,3,4,4,5,1,0,2900.0
60,4.110873864173311,1,0,0,4,0,50,3.9318256327243257,1,2,0,1,0,5,2,5,10,0,40.0
546,6.304448802421981,1,0,1,0,6,56,4.04305126783455,1,2,1,0,6,4,5,7,14,0,350.0
3451,8.146709052203319,0,1,1,0,1,19,2.995732273553991,0,1,4,5,9,3,2,2,1,0,2900.0
175,5.170483995038151,0,1,0,0,5,40,3.713572066704308,1,1,0,5,0,4,1,4,5,0,125.0
1072,6.9782137426306985,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,5,7,4,2,0,800.0
798,6.683360945766275,1,0,3,0,8,33,3.5263605246161616,0,0,3,5,3,6,0,8,3,0,600.0
665,6.501289670540389,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,0,6,6,1,0,500.0
558,6.326149473155099,1,0,3,5,8,55,4.02535169073515,0,1,0,6,5,4,4,7,1,0,360.0
999,6.907755278982137,0,0,4,5,9,11,2.4849066497880004,0,2,1,4,1,5,2,6,1,0,900.0
1357,7.213768308118642,0,1,2,6,7,18,2.9444389791664403,1,0,3,4,8,3,1,0,1,0,1150.0
1716,7.448333860897476,1,0,1,1,6,43,3.784189633918261,0,1,3,1,3,6,5,6,1,0,1200.0
2782,7.931284761525891,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,4,2,4,1,0,2600.0
214,5.3706380281276624,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,7,3,1,0,200.0
1449,7.27931883541462,0,0,4,0,9,26,3.295836866004329,1,2,1,5,6,1,3,4,1,0,1150.0
604,6.405228458030842,1,1,4,2,4,51,3.9512437185814275,0,0,1,2,1,5,3,1,1,0,400.0
2783,7.931644021454311,0,2,3,4,3,21,3.091042453358316,0,0,1,0,1,1,2,5,1,0,2300.0
1788,7.489412083508719,1,0,3,3,8,49,3.912023005428146,0,1,4,0,9,7,4,5,1,0,1200.0
2975,7.998335395952982,0,2,0,0,5,19,2.995732273553991,0,1,4,5,9,6,3,0,1,0,2500.0
371,5.918893854273146,0,2,1,0,1,6,1.9459101490553132,1,0,1,6,6,0,1,3,1,0,350.0
333,5.811140992976701,0,0,3,4,3,48,3.8918202981106265,1,0,3,6,8,4,5,8,3,0,225.0
580,6.364750756851911,1,1,0,6,0,45,3.828641396489095,0,0,0,3,5,7,1,6,5,0,400.0
616,6.424869023905388,1,1,1,0,6,12,2.5649493574615367,1,0,2,5,2,4,2,9,4,0,550.0
124,4.8283137373023015,1,1,4,5,4,24,3.2188758248682006,1,0,4,3,4,6,6,6,4,0,100.0
203,5.318119993844216,0,2,3,0,3,45,3.828641396489095,0,0,0,3,5,3,4,6,1,0,140.0
392,5.973809611869261,1,2,2,0,2,12,2.5649493574615367,1,0,2,5,2,1,4,4,4,0,350.0
2358,7.765993079407675,1,0,3,6,8,31,3.4657359027997265,0,1,1,3,1,3,4,7,1,0,1800.0
414,6.028278520230698,1,0,4,1,4,38,3.6635616461296463,1,2,3,3,8,4,7,7,2,0,300.0
77,4.356708826689592,0,2,2,0,7,10,2.3978952727983707,1,1,0,3,0,3,3,1,1,0,70.0
891,6.79346613258001,0,0,1,2,1,32,3.4965075614664802,1,2,2,4,2,5,5,6,1,0,675.0
1469,7.293017679772782,0,2,4,6,9,13,2.6390573296152584,0,1,3,6,3,4,6,8,13,1,1300.0
35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,7,4,3,5,0,25.0
92,4.532599493153256,1,2,2,1,2,15,2.772588722239781,0,0,0,1,5,2,7,3,1,0,80.0
3718,8.22121009392507,1,1,3,1,8,43,3.784189633918261,0,1,3,1,3,2,3,8,1,0,2600.0
627,6.4425401664681985,0,0,2,4,7,32,3.4965075614664802,1,2,2,4,2,2,3,6,1,0,475.0
2679,7.893572073504902,0,0,4,5,9,41,3.7376696182833684,0,2,1,6,1,0,1,7,1,0,1900.0
2568,7.851271997109883,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,1,6,8,1,0,2400.0
1096,7.00033446027523,1,1,1,4,6,37,3.6375861597263857,0,1,2,2,7,6,2,6,1,0,800.0
1770,7.479299637782834,1,0,0,6,0,18,2.9444389791664403,1,0,3,4,8,7,0,1,6,0,1500.0
325,5.786897381366708,0,1,0,3,5,30,3.4339872044851463,1,0,0,2,0,3,6,0,5,0,250.0
234,5.459585514144159,1,0,4,3,4,56,4.04305126783455,1,2,1,0,6,6,6,0,2,0,150.0
576,6.3578422665081,1,0,1,2,6,44,3.8066624897703196,1,2,4,2,4,1,7,9,4,0,400.0
1273,7.149916836132109,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,3,6,4,1,0,950.0
957,6.86484777797086,0,0,2,5,7,32,3.4965075614664802,1,2,2,4,2,5,4,4,1,0,725.0
2373,7.772331575169614,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,7,3,4,1,0,2100.0
3108,8.042056410058754,1,0,3,0,8,11,2.4849066497880004,0,2,1,4,1,1,5,7,1,0,2800.0
840,6.734591659972948,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,2,6,3,12,1,750.0
2507,7.827240901752812,0,2,2,1,7,9,2.302585092994046,0,0,4,2,9,1,4,5,1,0,2300.0
3612,8.19229373114764,1,0,2,0,2,29,3.4011973816621555,0,2,4,1,9,2,0,7,1,0,2800.0
1430,7.266128779556451,1,2,0,2,0,43,3.784189633918261,0,1,3,1,3,7,5,7,1,0,1000.0
1102,7.005789019253503,1,1,2,3,2,52,3.970291913552122,1,1,2,3,2,0,7,6,2,0,725.0
1053,6.960347729101308,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,0,4,1,1,0,675.0
1988,7.5953872788539725,1,2,3,0,8,42,3.7612001156935624,1,0,2,0,2,4,2,7,14,0,1400.0
4611,8.436416881388949,0,0,1,5,1,59,4.0943445622221,0,2,4,3,9,6,6,5,1,0,2900.0
226,5.424950017481403,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,6,7,7,1,0,200.0
456,6.124683390894205,1,0,1,1,6,52,3.970291913552122,1,1,2,3,2,0,3,9,4,0,300.0
1925,7.563200592358071,0,2,0,0,5,54,4.007333185232471,1,0,4,5,4,2,0,9,1,0,1250.0
3612,8.19229373114764,1,0,2,0,2,29,3.4011973816621555,0,2,4,1,9,7,6,2,1,0,2800.0
2889,7.969011781106478,0,0,4,5,9,7,2.0794415416798357,0,1,2,0,7,3,1,5,1,0,2700.0
1113,7.01571242048723,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,0,1,7,3,0,1050.0
506,6.2285110035911835,1,2,1,2,6,15,2.772588722239781,0,0,0,1,5,4,7,1,1,0,440.0
414,6.028278520230698,1,0,4,1,4,15,2.772588722239781,0,0,0,1,5,4,0,9,3,0,360.0
1575,7.362645270417825,0,0,0,0,5,26,3.295836866004329,1,2,1,5,6,7,7,7,1,0,1250.0
595,6.39024066706535,0,1,0,0,5,19,2.995732273553991,0,1,4,5,9,1,2,4,1,0,500.0
1694,7.43543801981455,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,5,7,5,7,0,1400.0
3332,8.11162807830774,1,2,2,0,2,19,2.995732273553991,0,1,4,5,9,3,0,7,1,0,2800.0
234,5.459585514144159,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,5,7,1,1,0,200.0
476,6.1675164908883415,1,2,1,0,6,19,2.995732273553991,0,1,4,5,9,2,1,1,1,0,400.0
64,4.174387269895637,1,1,4,1,4,60,4.110873864173311,1,0,0,4,0,0,3,4,4,0,40.0
693,6.542471960506805,0,0,3,0,3,26,3.295836866004329,1,2,1,5,6,6,0,9,1,0,550.0
1309,7.177782416195197,0,1,4,0,9,54,4.007333185232471,1,0,4,5,4,5,3,2,1,0,850.0
693,6.542471960506805,0,0,3,0,3,54,4.007333185232471,1,0,4,5,4,6,5,8,9,0,450.0
532,6.278521424165844,1,1,2,0,2,33,3.5263605246161616,0,0,3,5,3,4,0,7,1,0,400.0
756,6.6293632534374485,1,0,1,0,6,26,3.295836866004329,1,2,1,5,6,6,5,3,2,0,600.0
2192,7.693025748417888,1,2,2,1,2,37,3.6375861597263857,0,1,2,2,7,6,6,0,1,0,1600.0
675,6.516193076042964,0,0,0,3,5,35,3.58351893845611,0,2,0,0,5,0,2,1,5,0,500.0
1062,6.968850378341948,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,5,1,0,18,1,900.0
889,6.7912214627261855,0,1,4,0,9,27,3.332204510175204,0,0,2,6,7,0,4,9,1,0,700.0
3129,8.048788283534199,0,0,4,0,9,49,3.912023005428146,0,1,4,0,9,1,7,2,7,0,2100.0
10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,6,5,5,0,8.0
2448,7.803435056952168,1,0,3,5,8,53,3.9889840465642745,0,2,3,4,3,7,4,3,1,0,1600.0
81,4.406719247264253,0,0,1,4,1,50,3.9318256327243257,1,2,0,1,0,2,6,7,1,0,54.0
465,6.144185634125646,0,0,0,3,5,24,3.2188758248682006,1,0,4,3,4,3,7,5,3,0,375.0
203,5.318119993844216,0,2,3,0,3,40,3.713572066704308,1,1,0,5,0,6,4,9,1,0,145.0
