slot_total_people,slot_total_people_abs_log1p,slot_total_people_mod3,slot_total_people_mod5,slot_total_people_mod7,slot_total_people_mod10,slot_per_group1_each,slot_per_group1_each_abs_log1p,slot_per_group1_each_is_even,slot_per_group1_each_mod3,slot_per_group1_each_mod5,slot_per_group1_each_mod7,slot_per_group1_each_mod10,slot_base_factor,slot_base_factor_abs_log1p,slot_base_factor_is_even,slot_base_factor_mod3,slot_base_factor_mod5,slot_base_factor_mod7,slot_base_factor_mod10,slot_extra_factor,slot_extra_factor_abs_log1p,slot_extra_factor_is_even,slot_extra_factor_mod3,slot_extra_factor_mod5,slot_extra_factor_mod7,slot_extra_factor_mod10,slot_item,slot_group1_member,slot_group2_member,gcd_all,n_multiple_pairs,y
44,3.8066624897703196,2,4,2,4,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,5,5,1,2,375.0
40,3.713572066704308,1,0,5,0,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,0,0,1,1,245.0
50,3.9318256327243257,2,0,1,0,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,9,9,1,1,162.0
56,4.04305126783455,2,1,0,6,95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1,1,1,1,475.0
40,3.713572066704308,1,0,5,0,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,7,2,2,1,2,273.0
44,3.8066624897703196,2,4,2,4,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,2,2,1,1,350.0
44,3.8066624897703196,2,4,2,4,113,4.736198448394496,0,2,3,1,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,2,2,1,4,339.0
48,3.8918202981106265,0,3,6,8,110,4.709530201312334,1,2,0,5,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,1,1,1,3,550.0
14,2.70805020110221,2,4,0,4,68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,0,0,0,1,1,680.0
28,3.367295829986474,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,7,7,1,3,56.0
32,3.4965075614664802,2,2,4,2,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,7,7,1,4,455.0
48,3.8918202981106265,0,3,6,8,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,2,2,1,2,470.0
42,3.7612001156935624,0,2,0,2,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,8,8,3,5,189.0
32,3.4965075614664802,2,2,4,2,105,4.663439094112067,0,0,0,0,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,0,0,1,3,630.0
48,3.8918202981106265,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,2,2,1,5,54.0
54,4.007333185232471,0,4,5,4,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,4,4,1,2,825.0
52,3.970291913552122,1,2,3,2,91,4.5217885770490405,0,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,2,2,1,3,546.0
14,2.70805020110221,2,4,0,4,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,4,4,1,5,264.0
8,2.1972245773362196,2,3,1,8,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,9,6,6,1,4,243.0
30,3.4339872044851463,0,0,2,0,55,4.02535169073515,0,1,0,6,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,0,0,1,1,550.0
56,4.04305126783455,2,1,0,6,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,4,4,1,1,380.0
14,2.70805020110221,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,9,4,4,1,2,49.0
58,4.07753744390572,1,3,2,8,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,8,8,1,3,125.0
52,3.970291913552122,1,2,3,2,97,4.584967478670572,0,1,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,5,5,1,4,485.0
8,2.1972245773362196,2,3,1,8,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,3,3,1,1,511.0
36,3.6109179126442243,0,1,1,6,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,3,3,1,0,696.0
52,3.970291913552122,1,2,3,2,75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,6,6,1,2,525.0
22,3.1354942159291497,1,2,1,2,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,2,2,1,1,154.0
42,3.7612001156935624,0,2,0,2,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,1,1,1,0,117.0
54,4.007333185232471,0,4,5,4,70,4.2626798770413155,1,1,0,0,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,6,6,2,1,560.0
54,4.007333185232471,0,4,5,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1,1,1,1,50.0
50,3.9318256327243257,2,0,1,0,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,0,0,1,2,200.0
44,3.8066624897703196,2,4,2,4,84,4.442651256490317,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,6,6,1,1,672.0
32,3.4965075614664802,2,2,4,2,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,6,3,3,1,0,310.0
18,2.9444389791664403,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,2,2,1,5,30.0
14,2.70805020110221,2,4,0,4,118,4.77912349311153,1,1,3,6,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,0,0,1,3,708.0
22,3.1354942159291497,1,2,1,2,96,4.574710978503383,1,0,1,5,6,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,9,5,5,1,5,192.0
54,4.007333185232471,0,4,5,4,59,4.0943445622221,0,2,4,3,9,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,6,6,1,3,295.0
30,3.4339872044851463,0,0,2,0,81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,5,5,1,3,648.0
22,3.1354942159291497,1,2,1,2,89,4.499809670330265,0,2,4,5,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,0,0,1,1,801.0
54,4.007333185232471,0,4,5,4,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,5,5,1,0,279.0
40,3.713572066704308,1,0,5,0,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,1,1,1,2,396.0
60,4.110873864173311,0,0,4,0,91,4.5217885770490405,0,1,1,0,1,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,3,3,1,2,819.0
46,3.8501476017100584,1,1,4,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,7,5,5,1,1,264.0
42,3.7612001156935624,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,0,0,1,2,224.0
42,3.7612001156935624,0,2,0,2,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,3,3,1,3,486.0
40,3.713572066704308,1,0,5,0,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3,5,5,1,4,336.0
18,2.9444389791664403,0,3,4,8,84,4.442651256490317,1,0,4,0,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,7,7,1,4,420.0
20,3.044522437723423,2,0,6,0,78,4.3694478524670215,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,8,5,5,1,3,546.0
36,3.6109179126442243,0,1,1,6,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,8,8,1,3,390.0
32,3.4965075614664802,2,2,4,2,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,3,3,1,1,528.0
20,3.044522437723423,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,0,8,8,1,3,144.0
26,3.295836866004329,2,1,5,6,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,4,0,0,1,3,536.0
32,3.4965075614664802,2,2,4,2,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,3,6,6,1,3,1560.0
28,3.367295829986474,1,3,0,8,71,4.276666119016055,0,2,1,1,1,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,0,0,1,0,568.0
56,4.04305126783455,2,1,0,6,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,8,8,1,4,69.0
10,2.3978952727983707,1,0,3,0,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,9,9,1,4,616.0
10,2.3978952727983707,1,0,3,0,64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,4,4,1,0,640.0
22,3.1354942159291497,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,9,9,1,1,288.0
48,3.8918202981106265,0,3,6,8,79,4.382026634673881,0,1,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,7,8,8,1,1,632.0
42,3.7612001156935624,0,2,0,2,111,4.718498871295094,0,0,1,6,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1,1,1,3,555.0
32,3.4965075614664802,2,2,4,2,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,7,6,6,1,1,414.0
10,2.3978952727983707,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,2,2,2,1,48.0
38,3.6635616461296463,2,3,3,8,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,6,6,1,0,344.0
28,3.367295829986474,1,3,0,8,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,0,0,1,1,315.0
16,2.833213344056216,1,1,2,6,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,6,5,5,1,1,1100.0
8,2.1972245773362196,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,0,0,1,3,248.0
58,4.07753744390572,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7,0,0,1,4,40.0
56,4.04305126783455,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2,2,1,2,50.0
60,4.110873864173311,0,0,4,0,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,7,7,1,2,374.0
10,2.3978952727983707,1,0,3,0,94,4.553876891600541,1,1,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,9,6,6,1,3,470.0
32,3.4965075614664802,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,5,5,1,2,72.0
22,3.1354942159291497,1,2,1,2,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,8,8,1,5,72.0
34,3.5553480614894135,1,4,6,4,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,4,4,1,0,245.0
48,3.8918202981106265,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,3,3,1,3,126.0
28,3.367295829986474,1,3,0,8,92,4.532599493153256,1,2,2,1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1,1,1,2,644.0
60,4.110873864173311,0,0,4,0,118,4.77912349311153,1,1,3,6,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,9,9,1,4,590.0
30,3.4339872044851463,0,0,2,0,102,4.634728988229636,1,0,2,4,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,2,2,3,5,612.0
48,3.8918202981106265,0,3,6,8,97,4.584967478670572,0,1,2,6,7,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,7,2,2,1,3,776.0
58,4.07753744390572,1,3,2,8,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,9,4,4,1,1,119.0
12,2.5649493574615367,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,8,8,1,3,232.0
52,3.970291913552122,1,2,3,2,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,2,2,1,3,136.0
48,3.8918202981106265,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1,1,1,1,162.0
40,3.713572066704308,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,4,4,1,4,110.0
40,3.713572066704308,1,0,5,0,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,4,4,1,5,270.0
4,1.6094379124341003,1,4,4,4,63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,8,8,1,1,567.0
54,4.007333185232471,0,4,5,4,87,4.477336814478207,0,0,2,3,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,6,6,1,2,696.0
32,3.4965075614664802,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,7,8,8,1,4,90.0
42,3.7612001156935624,0,2,0,2,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,9,1,5,108.0
52,3.970291913552122,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,9,6,6,1,2,84.0
18,2.9444389791664403,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,7,7,1,1,234.0
8,2.1972245773362196,2,3,1,8,112,4.727387818712341,1,1,2,0,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,5,5,1,4,672.0
12,2.5649493574615367,0,2,5,2,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,9,0,0,1,0,324.0
14,2.70805020110221,2,4,0,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,2,2,1,1,72.0
4,1.6094379124341003,1,4,4,4,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,5,5,1,1,260.0
26,3.295836866004329,2,1,5,6,117,4.770684624465665,0,0,2,5,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,0,0,1,1,819.0
48,3.8918202981106265,0,3,6,8,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,9,9,2,2,340.0
48,3.8918202981106265,0,3,6,8,120,4.795790545596741,1,0,0,1,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2,1,1,1,3,960.0
60,4.110873864173311,0,0,4,0,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,8,2,2,2,4,300.0
56,4.04305126783455,2,1,0,6,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,2,2,1,1,224.0
20,3.044522437723423,2,0,6,0,92,4.532599493153256,1,2,2,1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,6,6,1,1,736.0
60,4.110873864173311,0,0,4,0,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,5,5,1,3,310.0
8,2.1972245773362196,2,3,1,8,77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,6,6,1,3,924.0
28,3.367295829986474,1,3,0,8,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,0,0,1,0,352.0
22,3.1354942159291497,1,2,1,2,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,9,6,6,1,3,76.0
16,2.833213344056216,1,1,2,6,115,4.7535901911063645,0,1,0,3,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4,7,7,1,3,805.0
6,1.9459101490553132,0,1,6,6,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,9,9,1,1,490.0
22,3.1354942159291497,1,2,1,2,107,4.68213122712422,0,2,2,2,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,8,2,2,1,1,1284.0
34,3.5553480614894135,1,4,6,4,61,4.127134385045092,0,1,1,5,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,6,0,0,1,0,671.0
6,1.9459101490553132,0,1,6,6,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,5,5,1,1,602.0
22,3.1354942159291497,1,2,1,2,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,8,8,2,1,1176.0
36,3.6109179126442243,0,1,1,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,1,1,2,91.0
12,2.5649493574615367,0,2,5,2,82,4.418840607796598,1,1,2,5,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2,7,7,1,3,738.0
60,4.110873864173311,0,0,4,0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,3,3,1,3,216.0
46,3.8501476017100584,1,1,4,6,119,4.787491742782046,0,2,4,0,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,1,1,1,0,1309.0
60,4.110873864173311,0,0,4,0,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,2,2,1,4,180.0
10,2.3978952727983707,1,0,3,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,6,6,2,3,140.0
54,4.007333185232471,0,4,5,4,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,2,2,1,3,228.0
52,3.970291913552122,1,2,3,2,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,9,7,7,1,0,712.0
58,4.07753744390572,1,3,2,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,5,5,2,5,56.0
60,4.110873864173311,0,0,4,0,64,4.174387269895637,1,1,4,1,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3,6,6,1,4,384.0
50,3.9318256327243257,2,0,1,0,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,5,5,1,3,345.0
38,3.6635616461296463,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,8,1,1,1,3,288.0
38,3.6635616461296463,2,3,3,8,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,2,2,1,1,476.0
50,3.9318256327243257,2,0,1,0,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,0,0,1,3,128.0
40,3.713572066704308,1,0,5,0,92,4.532599493153256,1,2,2,1,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,0,5,5,1,2,1196.0
60,4.110873864173311,0,0,4,0,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,3,3,1,3,490.0
4,1.6094379124341003,1,4,4,4,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,9,9,1,4,205.0
20,3.044522437723423,2,0,6,0,66,4.204692619390966,1,0,1,3,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2,2,2,1,3,528.0
14,2.70805020110221,2,4,0,4,95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,9,9,1,1,760.0
20,3.044522437723423,2,0,6,0,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,7,7,1,3,330.0
56,4.04305126783455,2,1,0,6,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,1,1,1,5,48.0
22,3.1354942159291497,1,2,1,2,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,4,4,1,1,336.0
40,3.713572066704308,1,0,5,0,58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,0,0,1,1,406.0
58,4.07753744390572,1,3,2,8,105,4.663439094112067,0,0,0,0,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,7,7,1,2,945.0
28,3.367295829986474,1,3,0,8,97,4.584967478670572,0,1,2,6,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,3,3,1,4,485.0
6,1.9459101490553132,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,6,4,4,1,3,60.0
48,3.8918202981106265,0,3,6,8,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0,0,1,4,236.0
46,3.8501476017100584,1,1,4,6,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,6,4,4,1,1,924.0
58,4.07753744390572,1,3,2,8,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,2,2,2,3,420.0
6,1.9459101490553132,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,6,6,2,6,72.0
26,3.295836866004329,2,1,5,6,107,4.68213122712422,0,2,2,2,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,8,8,8,1,3,749.0
36,3.6109179126442243,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,2,2,1,0,204.0
