slot_person_a,slot_person_b,slot_a_current_age,slot_a_current_age_abs_log1p,slot_a_current_age_is_even,slot_a_current_age_mod3,slot_a_current_age_mod5,slot_a_current_age_mod7,slot_a_current_age_mod10,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_multiple,slot_multiple_abs_log1p,slot_multiple_is_even,slot_multiple_mod3,slot_multiple_mod5,slot_multiple_mod7,slot_multiple_mod10,gcd_all,n_multiple_pairs,y
0,5,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1,15.0
5,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,2.0
1,9,119,4.787491742782046,0,2,4,0,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,64.0
5,5,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,7.0
7,1,118,4.77912349311153,1,1,3,6,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,34.0
0,9,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,15.0
5,2,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,13.0
0,5,103,4.6443908991413725,0,1,3,5,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,37.0
0,6,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,17.0
1,6,56,4.04305126783455,1,2,1,0,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,17.0
0,0,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,22.0
2,5,54,4.007333185232471,1,0,4,5,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,21.0
9,1,79,4.382026634673881,0,1,4,2,9,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,28.0
6,8,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,18.0
2,6,54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,24.0
4,4,72,4.290459441148391,1,0,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,21.0
1,8,62,4.143134726391533,1,2,2,6,2,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,26.0
2,1,119,4.787491742782046,0,2,4,0,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,31.0
9,1,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,26.0
7,1,108,4.6913478822291435,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,40.0
7,1,49,3.912023005428146,0,1,4,0,9,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,32.0
7,5,104,4.653960350157523,1,2,4,6,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,44.0
8,6,71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
0,0,60,4.110873864173311,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,3,24.0
5,1,55,4.02535169073515,0,1,0,6,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
5,0,49,3.912023005428146,0,1,4,0,9,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,31.0
1,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,4.0
6,2,109,4.700480365792417,0,1,4,4,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,25.0
4,1,113,4.736198448394496,0,2,3,1,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,59.0
7,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,4.0
2,9,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,18.0
2,3,117,4.770684624465665,0,0,2,5,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,43.0
1,2,119,4.787491742782046,0,2,4,0,9,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,66.0
4,5,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,6.0
9,1,107,4.68213122712422,0,2,2,2,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,41.0
2,3,75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,43.0
1,7,21,3.091042453358316,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,12.0
2,7,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,19.0
3,1,102,4.634728988229636,1,0,2,4,2,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,36.0
2,7,96,4.574710978503383,1,0,1,5,6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,3,40.0
6,7,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,14.0
2,1,80,4.394449154672439,1,2,0,3,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,29.0
7,7,110,4.709530201312334,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,40.0
7,3,92,4.532599493153256,1,2,2,1,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,49.0
5,8,113,4.736198448394496,0,2,3,1,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,43.0
4,7,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
3,2,65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,23.0
2,9,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,14.0
4,2,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,27.0
1,9,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,3,15.0
3,6,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,19.0
9,6,102,4.634728988229636,1,0,2,4,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,36.0
8,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,7.0
1,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,4.0
0,9,43,3.784189633918261,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,21.0
0,8,76,4.343805421853684,1,1,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
7,4,95,4.564348191467836,0,2,0,4,5,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,32.0
0,8,82,4.418840607796598,1,1,2,5,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,28.0
0,0,64,4.174387269895637,1,1,4,1,4,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
4,5,64,4.174387269895637,1,1,4,1,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,38.0
6,5,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
3,4,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,14.0
1,9,94,4.553876891600541,1,1,4,3,4,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,31.0
5,2,113,4.736198448394496,0,2,3,1,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,25.0
4,3,102,4.634728988229636,1,0,2,4,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,56.0
7,7,118,4.77912349311153,1,1,3,6,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,61.0
5,4,94,4.553876891600541,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,25.0
3,3,47,3.871201010907891,0,2,2,5,7,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,30.0
4,2,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,12.0
6,1,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,14.0
2,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,2.0
9,6,34,3.5553480614894135,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,10.0
6,0,47,3.871201010907891,0,2,2,5,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,19.0
5,7,66,4.204692619390966,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,39.0
2,3,70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,36.0
1,4,62,4.143134726391533,1,2,2,6,2,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,30.0
8,6,37,3.6375861597263857,0,1,2,2,7,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,23.0
6,3,87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,27.0
9,7,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,3,24.0
3,3,67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,37.0
2,7,79,4.382026634673881,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,35.0
0,0,68,4.23410650459726,1,2,3,5,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,38.0
0,5,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,21.0
3,7,61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
9,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,4.0
1,3,93,4.543294782270004,0,0,3,2,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,47.0
6,9,120,4.795790545596741,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,32.0
7,8,110,4.709530201312334,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,38.0
3,4,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,8.0
4,2,33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,19.0
0,0,90,4.51085950651685,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,38.0
3,1,97,4.584967478670572,0,1,2,6,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,51.0
2,3,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,14.0
5,7,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,15.0
6,3,96,4.574710978503383,1,0,1,5,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,53.0
3,3,115,4.7535901911063645,0,1,0,3,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,31.0
0,5,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,19.0
3,8,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,16.0
8,0,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,24.0
1,4,84,4.442651256490317,1,0,4,0,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,3,30.0
6,7,43,3.784189633918261,0,1,3,1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,19.0
3,0,111,4.718498871295094,0,0,1,6,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,41.0
2,1,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,15.0
7,2,117,4.770684624465665,0,0,2,5,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,33.0
7,3,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,22.0
8,5,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,11.0
6,6,71,4.276666119016055,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
0,6,71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
1,4,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,7.0
2,0,56,4.04305126783455,1,2,1,0,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,26.0
6,5,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,50.0
8,5,118,4.77912349311153,1,1,3,6,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,30.0
1,1,59,4.0943445622221,0,2,4,3,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,20.0
4,2,62,4.143134726391533,1,2,2,6,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,20.0
6,1,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,25.0
4,5,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,37.0
3,2,89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,25.0
5,7,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
6,6,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,14.0
0,9,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,17.0
6,9,92,4.532599493153256,1,2,2,1,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,48.0
3,0,120,4.795790545596741,1,0,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,32.0
3,2,80,4.394449154672439,1,2,0,3,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,26.0
3,1,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,30.0
1,8,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,7.0
6,2,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,28.0
7,5,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,9.0
8,5,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,14.0
0,9,77,4.356708826689592,0,2,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,20.0
0,2,67,4.219507705176107,0,1,2,4,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,22.0
9,5,98,4.59511985013459,1,2,3,0,8,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,40.0
0,3,93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,21.0
2,3,83,4.430816798843313,0,2,3,6,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,23.0
2,8,86,4.465908118654584,1,2,1,2,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,48.0
7,7,106,4.672828834461906,1,1,1,1,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,2,57.0
9,8,117,4.770684624465665,0,0,2,5,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,59.0
7,9,59,4.0943445622221,0,2,4,3,9,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,20.0
1,5,91,4.5217885770490405,0,1,1,0,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,34.0
0,9,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,43.0
9,4,65,4.189654742026425,0,2,0,2,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,1,26.0
5,6,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,19.0
7,3,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,22.0
6,6,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,9.0
9,5,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,1,10.0
3,8,93,4.543294782270004,0,0,3,2,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,33.0
7,1,86,4.465908118654584,1,2,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,22.0
0,9,82,4.418840607796598,1,1,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,22.0
0,6,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,34.0
6,1,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,2,15.0
2,6,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,6.0
3,8,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,15.0
3,0,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,60.0
0,9,105,4.663439094112067,0,0,0,0,5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,3,33.0
3,9,106,4.672828834461906,1,1,1,1,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,40.0
1,1,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,26.0
6,5,49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,21.0
7,3,53,3.9889840465642745,0,2,3,4,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,25.0
3,8,119,4.787491742782046,0,2,4,0,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,64.0
1,9,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,30.0
9,6,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,9.0
7,5,103,4.6443908991413725,0,1,3,5,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,39.0
8,2,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,41.0
4,1,107,4.68213122712422,0,2,2,2,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,35.0
2,2,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,7.0
7,8,93,4.543294782270004,0,0,3,2,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,35.0
4,0,60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,21.0
7,6,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,39.0
1,5,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,15.0
3,6,76,4.343805421853684,1,1,1,6,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,34.0
3,8,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,9.0
1,5,114,4.74493212836325,1,0,4,2,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,40.0
4,6,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,11.0
1,1,90,4.51085950651685,1,0,0,6,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,3,30.0
5,1,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
8,2,114,4.74493212836325,1,0,4,2,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,30.0
1,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,2.0
8,8,117,4.770684624465665,0,0,2,5,7,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,47.0
0,8,93,4.543294782270004,0,0,3,2,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,52.0
1,2,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,8.0
8,3,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
9,1,104,4.653960350157523,1,2,4,6,4,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,44.0
6,7,76,4.343805421853684,1,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,20.0
7,9,51,3.9512437185814275,0,0,1,2,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,21.0
7,2,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,7.0
1,6,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,8.0
