slot_name_a,slot_name_b,slot_a_yesterday,slot_a_yesterday_abs_log1p,slot_a_yesterday_is_even,slot_a_yesterday_mod3,slot_a_yesterday_mod5,slot_a_yesterday_mod7,slot_a_yesterday_mod10,slot_b_yesterday,slot_b_yesterday_abs_log1p,slot_b_yesterday_is_even,slot_b_yesterday_mod3,slot_b_yesterday_mod5,slot_b_yesterday_mod7,slot_b_yesterday_mod10,slot_delta,slot_delta_abs_log1p,slot_delta_is_even,slot_delta_mod3,slot_delta_mod5,slot_delta_mod7,slot_delta_mod10,gcd_all,n_multiple_pairs,y
0,10,34,3.5553480614894135,1,1,4,6,4,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,1,0,59.0
2,14,70,4.2626798770413155,1,1,0,0,0,79,4.382026634673881,0,1,4,2,9,15,2.772588722239781,0,0,0,1,5,1,0,85.0
12,5,22,3.1354942159291497,1,1,2,1,2,56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,1,0,47.0
7,6,24,3.2188758248682006,1,0,4,3,4,62,4.143134726391533,1,2,2,6,2,11,2.4849066497880004,0,2,1,4,1,1,0,35.0
5,8,8,2.1972245773362196,1,2,3,1,8,46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,2,0,26.0
5,8,43,3.784189633918261,0,1,3,1,3,77,4.356708826689592,0,2,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,65.0
6,14,75,4.330733340286331,0,0,0,5,5,59,4.0943445622221,0,2,4,3,9,1,0.6931471805599453,0,1,1,1,1,1,2,76.0
10,1,65,4.189654742026425,0,2,0,2,5,45,3.828641396489095,0,0,0,3,5,24,3.2188758248682006,1,0,4,3,4,1,0,89.0
6,7,72,4.290459441148391,1,0,2,2,2,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,1,0,87.0
6,1,8,2.1972245773362196,1,2,3,1,8,46,3.8501476017100584,1,1,1,4,6,14,2.70805020110221,1,2,4,0,4,2,0,22.0
6,4,70,4.2626798770413155,1,1,0,0,0,17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,1,0,86.0
9,14,73,4.30406509320417,0,1,3,3,3,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0,78.0
1,10,49,3.912023005428146,0,1,4,0,9,64,4.174387269895637,1,1,4,1,4,18,2.9444389791664403,1,0,3,4,8,1,0,67.0
9,6,15,2.772588722239781,0,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,20,3.044522437723423,1,2,0,6,0,1,0,35.0
1,11,56,4.04305126783455,1,2,1,0,6,60,4.110873864173311,1,0,0,4,0,24,3.2188758248682006,1,0,4,3,4,4,0,80.0
12,7,16,2.833213344056216,1,1,1,2,6,47,3.871201010907891,0,2,2,5,7,13,2.6390573296152584,0,1,3,6,3,1,0,29.0
11,11,78,4.3694478524670215,1,0,3,1,8,33,3.5263605246161616,0,0,3,5,3,18,2.9444389791664403,1,0,3,4,8,3,0,96.0
6,4,28,3.367295829986474,1,1,3,0,8,52,3.970291913552122,1,1,2,3,2,9,2.302585092994046,0,0,4,2,9,1,0,37.0
9,11,57,4.060443010546419,0,0,2,1,7,46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,1,0,62.0
13,3,50,3.9318256327243257,1,2,0,1,0,59,4.0943445622221,0,2,4,3,9,22,3.1354942159291497,1,1,2,1,2,1,0,72.0
7,10,22,3.1354942159291497,1,1,2,1,2,74,4.31748811353631,1,2,4,4,4,21,3.091042453358316,0,0,1,0,1,1,0,43.0
4,12,39,3.6888794541139363,0,0,4,4,9,21,3.091042453358316,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,1,0,58.0
0,13,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,25.0
11,5,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,1,1,27.0
2,11,80,4.394449154672439,1,2,0,3,0,58,4.07753744390572,1,1,3,2,8,11,2.4849066497880004,0,2,1,4,1,1,0,91.0
13,3,8,2.1972245773362196,1,2,3,1,8,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,1,0,17.0
12,4,74,4.31748811353631,1,2,4,4,4,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,1,0,93.0
13,7,32,3.4965075614664802,1,2,2,4,2,65,4.189654742026425,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,1,0,43.0
3,11,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,20.0
10,1,41,3.7376696182833684,0,2,1,6,1,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,1,0,52.0
10,9,63,4.1588830833596715,0,0,3,0,3,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,1,2,64.0
11,4,72,4.290459441148391,1,0,2,2,2,66,4.204692619390966,1,0,1,3,6,5,1.791759469228055,0,2,0,5,5,1,0,77.0
0,9,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,1,0,22.0
11,2,67,4.219507705176107,0,1,2,4,7,59,4.0943445622221,0,2,4,3,9,7,2.0794415416798357,0,1,2,0,7,1,0,74.0
12,6,37,3.6375861597263857,0,1,2,2,7,64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,1,0,42.0
9,7,29,3.4011973816621555,0,2,4,1,9,57,4.060443010546419,0,0,2,1,7,20,3.044522437723423,1,2,0,6,0,1,0,49.0
13,3,28,3.367295829986474,1,1,3,0,8,36,3.6109179126442243,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,31.0
14,3,64,4.174387269895637,1,1,4,1,4,60,4.110873864173311,1,0,0,4,0,17,2.8903717578961645,0,2,2,3,7,1,0,81.0
12,2,13,2.6390573296152584,0,1,3,6,3,66,4.204692619390966,1,0,1,3,6,23,3.1780538303479458,0,2,3,2,3,1,0,36.0
13,14,41,3.7376696182833684,0,2,1,6,1,63,4.1588830833596715,0,0,3,0,3,13,2.6390573296152584,0,1,3,6,3,1,0,54.0
11,12,64,4.174387269895637,1,1,4,1,4,33,3.5263605246161616,0,0,3,5,3,24,3.2188758248682006,1,0,4,3,4,1,0,88.0
13,8,60,4.110873864173311,1,0,0,4,0,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,0,69.0
13,2,37,3.6375861597263857,0,1,2,2,7,65,4.189654742026425,0,2,0,2,5,12,2.5649493574615367,1,0,2,5,2,1,0,49.0
12,4,46,3.8501476017100584,1,1,1,4,6,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,0,59.0
14,6,23,3.1780538303479458,0,2,3,2,3,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,1,2,24.0
8,4,55,4.02535169073515,0,1,0,6,5,34,3.5553480614894135,1,1,4,6,4,20,3.044522437723423,1,2,0,6,0,1,0,75.0
2,13,62,4.143134726391533,1,2,2,6,2,57,4.060443010546419,0,0,2,1,7,7,2.0794415416798357,0,1,2,0,7,1,0,69.0
2,3,29,3.4011973816621555,0,2,4,1,9,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,1,1,44.0
0,2,40,3.713572066704308,1,1,0,5,0,70,4.2626798770413155,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,10,2,50.0
1,7,48,3.8918202981106265,1,0,3,6,8,38,3.6635616461296463,1,2,3,3,8,11,2.4849066497880004,0,2,1,4,1,1,0,59.0
6,9,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,2,1,58.0
10,13,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,14,2.70805020110221,1,2,4,0,4,1,0,24.0
5,1,78,4.3694478524670215,1,0,3,1,8,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,1,1,95.0
9,11,77,4.356708826689592,0,2,2,0,7,63,4.1588830833596715,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,1,0,100.0
4,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,1,13.0
8,3,41,3.7376696182833684,0,2,1,6,1,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,1,0,57.0
7,3,45,3.828641396489095,0,0,0,3,5,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,1,1,59.0
1,9,47,3.871201010907891,0,2,2,5,7,72,4.290459441148391,1,0,2,2,2,25,3.258096538021482,0,1,0,4,5,1,0,72.0
12,9,49,3.912023005428146,0,1,4,0,9,67,4.219507705176107,0,1,2,4,7,23,3.1780538303479458,0,2,3,2,3,1,0,72.0
11,5,3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,15,2.772588722239781,0,0,0,1,5,1,1,18.0
0,11,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,1,45.0
14,1,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,1,0,45.0
5,11,17,2.8903717578961645,0,2,2,3,7,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,1,0,24.0
3,3,23,3.1780538303479458,0,2,3,2,3,53,3.9889840465642745,0,2,3,4,3,18,2.9444389791664403,1,0,3,4,8,1,0,41.0
0,13,48,3.8918202981106265,1,0,3,6,8,71,4.276666119016055,0,2,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,1,60.0
4,1,54,4.007333185232471,1,0,4,5,4,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,1,0,61.0
3,5,73,4.30406509320417,0,1,3,3,3,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,1,0,76.0
4,4,16,2.833213344056216,1,1,1,2,6,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,1,0,34.0
11,7,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,10,2.3978952727983707,1,1,0,3,0,1,0,39.0
11,9,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,5,1,85.0
12,4,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,1,1,31.0
11,9,25,3.258096538021482,0,1,0,4,5,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,30.0
8,6,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,1,0,19.0
4,11,46,3.8501476017100584,1,1,1,4,6,28,3.367295829986474,1,1,3,0,8,25,3.258096538021482,0,1,0,4,5,1,0,71.0
3,1,51,3.9512437185814275,0,0,1,2,1,60,4.110873864173311,1,0,0,4,0,9,2.302585092994046,0,0,4,2,9,3,0,60.0
6,12,69,4.248495242049359,0,0,4,6,9,74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,1,0,89.0
10,12,36,3.6109179126442243,1,0,1,1,6,75,4.330733340286331,0,0,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0,49.0
13,1,22,3.1354942159291497,1,1,2,1,2,41,3.7376696182833684,0,2,1,6,1,22,3.1354942159291497,1,1,2,1,2,1,1,44.0
12,5,61,4.127134385045092,0,1,1,5,1,52,3.970291913552122,1,1,2,3,2,19,2.995732273553991,0,1,4,5,9,1,0,80.0
4,6,26,3.295836866004329,1,2,1,5,6,73,4.30406509320417,0,1,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,48.0
6,9,73,4.30406509320417,0,1,3,3,3,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,1,2,74.0
12,3,37,3.6375861597263857,0,1,2,2,7,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,1,2,38.0
6,8,47,3.871201010907891,0,2,2,5,7,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,1,0,65.0
10,5,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,1,0,43.0
8,13,8,2.1972245773362196,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,14,2.70805020110221,1,2,4,0,4,1,0,22.0
4,12,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,1,1,59.0
12,5,78,4.3694478524670215,1,0,3,1,8,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,6,2,84.0
4,2,14,2.70805020110221,1,2,4,0,4,54,4.007333185232471,1,0,4,5,4,22,3.1354942159291497,1,1,2,1,2,2,0,36.0
4,11,76,4.343805421853684,1,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,77.0
5,14,45,3.828641396489095,0,0,0,3,5,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,3,0,63.0
5,2,56,4.04305126783455,1,2,1,0,6,56,4.04305126783455,1,2,1,0,6,9,2.302585092994046,0,0,4,2,9,1,1,65.0
13,5,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,1,1,12.0
12,9,75,4.330733340286331,0,0,0,5,5,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,1,0,98.0
2,3,73,4.30406509320417,0,1,3,3,3,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,1,0,81.0
8,7,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,2,28.0
4,2,70,4.2626798770413155,1,1,0,0,0,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,72.0
12,4,58,4.07753744390572,1,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,0,64.0
0,1,68,4.23410650459726,1,2,3,5,8,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,1,0,87.0
2,12,43,3.784189633918261,0,1,3,1,3,41,3.7376696182833684,0,2,1,6,1,18,2.9444389791664403,1,0,3,4,8,1,0,61.0
2,1,26,3.295836866004329,1,2,1,5,6,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,31.0
1,3,43,3.784189633918261,0,1,3,1,3,67,4.219507705176107,0,1,2,4,7,6,1.9459101490553132,1,0,1,6,6,1,0,49.0
1,6,58,4.07753744390572,1,1,3,2,8,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,1,0,72.0
12,13,71,4.276666119016055,0,2,1,1,1,39,3.6888794541139363,0,0,4,4,9,23,3.1780538303479458,0,2,3,2,3,1,0,94.0
8,12,66,4.204692619390966,1,0,1,3,6,76,4.343805421853684,1,1,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,0,89.0
6,5,57,4.060443010546419,0,0,2,1,7,47,3.871201010907891,0,2,2,5,7,20,3.044522437723423,1,2,0,6,0,1,0,77.0
5,14,59,4.0943445622221,0,2,4,3,9,70,4.2626798770413155,1,1,0,0,0,15,2.772588722239781,0,0,0,1,5,1,0,74.0
6,4,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,2,11.0
1,5,56,4.04305126783455,1,2,1,0,6,34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,2,0,80.0
0,10,62,4.143134726391533,1,2,2,6,2,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,0,87.0
6,2,51,3.9512437185814275,0,0,1,2,1,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,3,1,57.0
8,1,72,4.290459441148391,1,0,2,2,2,72,4.290459441148391,1,0,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,95.0
3,10,80,4.394449154672439,1,2,0,3,0,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,5,2,85.0
13,13,8,2.1972245773362196,1,2,3,1,8,62,4.143134726391533,1,2,2,6,2,5,1.791759469228055,0,2,0,5,5,1,0,13.0
1,3,67,4.219507705176107,0,1,2,4,7,39,3.6888794541139363,0,0,4,4,9,19,2.995732273553991,0,1,4,5,9,1,0,86.0
9,6,75,4.330733340286331,0,0,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,76.0
8,3,66,4.204692619390966,1,0,1,3,6,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,2,69.0
14,0,10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,24,3.2188758248682006,1,0,4,3,4,2,1,34.0
6,2,72,4.290459441148391,1,0,2,2,2,52,3.970291913552122,1,1,2,3,2,18,2.9444389791664403,1,0,3,4,8,2,1,90.0
14,8,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,16,2.833213344056216,1,1,1,2,6,1,0,59.0
9,1,47,3.871201010907891,0,2,2,5,7,70,4.2626798770413155,1,1,0,0,0,6,1.9459101490553132,1,0,1,6,6,1,0,53.0
12,5,49,3.912023005428146,0,1,4,0,9,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,1,0,67.0
6,5,59,4.0943445622221,0,2,4,3,9,46,3.8501476017100584,1,1,1,4,6,11,2.4849066497880004,0,2,1,4,1,1,0,70.0
3,6,43,3.784189633918261,0,1,3,1,3,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,1,0,58.0
10,0,48,3.8918202981106265,1,0,3,6,8,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,3,1,63.0
11,6,75,4.330733340286331,0,0,0,5,5,79,4.382026634673881,0,1,4,2,9,7,2.0794415416798357,0,1,2,0,7,1,0,82.0
4,11,79,4.382026634673881,0,1,4,2,9,63,4.1588830833596715,0,0,3,0,3,19,2.995732273553991,0,1,4,5,9,1,0,98.0
0,2,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,2,1,42.0
11,13,6,1.9459101490553132,1,0,1,6,6,79,4.382026634673881,0,1,4,2,9,23,3.1780538303479458,0,2,3,2,3,1,0,29.0
14,14,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,0,25.0
8,6,47,3.871201010907891,0,2,2,5,7,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,1,0,61.0
6,5,79,4.382026634673881,0,1,4,2,9,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,0,85.0
13,6,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,12.0
1,3,61,4.127134385045092,0,1,1,5,1,68,4.23410650459726,1,2,3,5,8,13,2.6390573296152584,0,1,3,6,3,1,0,74.0
6,8,51,3.9512437185814275,0,0,1,2,1,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,1,1,61.0
0,8,13,2.6390573296152584,0,1,3,6,3,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
13,5,74,4.31748811353631,1,2,4,4,4,78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,0,78.0
12,6,65,4.189654742026425,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,1,76.0
5,8,46,3.8501476017100584,1,1,1,4,6,79,4.382026634673881,0,1,4,2,9,21,3.091042453358316,0,0,1,0,1,1,0,67.0
1,6,39,3.6888794541139363,0,0,4,4,9,41,3.7376696182833684,0,2,1,6,1,13,2.6390573296152584,0,1,3,6,3,1,1,52.0
4,3,5,1.791759469228055,0,2,0,5,5,61,4.127134385045092,0,1,1,5,1,17,2.8903717578961645,0,2,2,3,7,1,0,22.0
6,11,46,3.8501476017100584,1,1,1,4,6,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,0,60.0
2,8,53,3.9889840465642745,0,2,3,4,3,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,0,59.0
11,8,64,4.174387269895637,1,1,4,1,4,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,1,2,65.0
13,12,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,3,1,93.0
5,13,63,4.1588830833596715,0,0,3,0,3,28,3.367295829986474,1,1,3,0,8,23,3.1780538303479458,0,2,3,2,3,1,0,86.0
3,4,18,2.9444389791664403,1,0,3,4,8,58,4.07753744390572,1,1,3,2,8,23,3.1780538303479458,0,2,3,2,3,1,0,41.0
7,5,67,4.219507705176107,0,1,2,4,7,77,4.356708826689592,0,2,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,0,85.0
14,14,37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,0,1,1,3,1,16,2.833213344056216,1,1,1,2,6,1,0,53.0
2,4,30,3.4339872044851463,1,0,0,2,0,31,3.4657359027997265,0,1,1,3,1,16,2.833213344056216,1,1,1,2,6,1,0,46.0
3,8,53,3.9889840465642745,0,2,3,4,3,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,0,78.0
1,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,20.0
6,2,10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,17,2.8903717578961645,0,2,2,3,7,1,0,27.0
1,1,46,3.8501476017100584,1,1,1,4,6,74,4.31748811353631,1,2,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,0,57.0
11,11,52,3.970291913552122,1,1,2,3,2,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,1,0,71.0
10,13,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,1,0,25.0
2,0,60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,4,2,64.0
4,7,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,1,0,47.0
1,7,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,1,0,47.0
12,1,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,6,1,42.0
8,2,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,1,1,39.0
2,11,56,4.04305126783455,1,2,1,0,6,49,3.912023005428146,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,7,2,63.0
2,4,42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,50.0
11,11,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,1,0,66.0
9,1,68,4.23410650459726,1,2,3,5,8,78,4.3694478524670215,1,0,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0,83.0
9,3,38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,2,0,58.0
7,12,28,3.367295829986474,1,1,3,0,8,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
2,11,77,4.356708826689592,0,2,2,0,7,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,1,2,78.0
8,12,68,4.23410650459726,1,2,3,5,8,74,4.31748811353631,1,2,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,91.0
14,11,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,1,0,43.0
12,4,61,4.127134385045092,0,1,1,5,1,77,4.356708826689592,0,2,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0,70.0
2,0,4,1.6094379124341003,1,1,4,4,4,69,4.248495242049359,0,0,4,6,9,12,2.5649493574615367,1,0,2,5,2,1,1,16.0
6,11,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,1,0,18.0
8,8,11,2.4849066497880004,0,2,1,4,1,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,1,24.0
1,13,78,4.3694478524670215,1,0,3,1,8,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,1,1,84.0
13,9,24,3.2188758248682006,1,0,4,3,4,78,4.3694478524670215,1,0,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,0,41.0
7,4,43,3.784189633918261,0,1,3,1,3,63,4.1588830833596715,0,0,3,0,3,10,2.3978952727983707,1,1,0,3,0,1,0,53.0
2,3,47,3.871201010907891,0,2,2,5,7,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,1,0,54.0
0,5,33,3.5263605246161616,0,0,3,5,3,70,4.2626798770413155,1,1,0,0,0,17,2.8903717578961645,0,2,2,3,7,1,0,50.0
4,2,22,3.1354942159291497,1,1,2,1,2,77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,25.0
0,2,77,4.356708826689592,0,2,2,0,7,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,1,0,85.0
12,1,28,3.367295829986474,1,1,3,0,8,57,4.060443010546419,0,0,2,1,7,13,2.6390573296152584,0,1,3,6,3,1,0,41.0
8,5,75,4.330733340286331,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,1,88.0
3,14,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,0,19.0
9,4,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,0,21.0
0,7,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,1,0,33.0
1,4,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,62.0
