slot_name_r,slot_name_m,slot_name_a,slot_s_r,slot_s_r_abs_log1p,slot_s_r_is_even,slot_s_r_mod3,slot_s_r_mod5,slot_s_r_mod7,slot_s_r_mod10,slot_diff_m,slot_diff_m_abs_log1p,slot_diff_m_is_even,slot_diff_m_mod3,slot_diff_m_mod5,slot_diff_m_mod7,slot_diff_m_mod10,slot_diff_a,slot_diff_a_abs_log1p,slot_diff_a_is_even,slot_diff_a_mod3,slot_diff_a_mod5,slot_diff_a_mod7,slot_diff_a_mod10,slot_item_plural,slot_context,gcd_all,n_multiple_pairs,y
20,14,13,37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,7,7,1,0,48.0
5,3,19,112,4.727387818712341,1,1,2,0,2,8,2.1972245773362196,1,2,3,1,8,79,4.382026634673881,0,1,4,2,9,8,2,1,1,249.0
5,24,5,94,4.553876891600541,1,1,4,3,4,23,3.1780538303479458,0,2,3,2,3,48,3.8918202981106265,1,0,3,6,8,4,6,1,0,211.0
28,7,19,74,4.31748811353631,1,2,4,4,4,51,3.9512437185814275,0,0,1,2,1,28,3.367295829986474,1,1,3,0,8,5,0,1,0,143.0
8,0,19,158,5.0689042022202315,1,2,3,4,8,119,4.787491742782046,0,2,4,0,9,101,4.624972813284271,0,2,1,3,1,1,0,1,0,254.0
9,9,22,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,5,8,1,0,54.0
15,1,17,185,5.225746673713202,0,2,0,3,5,89,4.499809670330265,0,2,4,5,9,38,3.6635616461296463,1,2,3,3,8,9,0,1,0,428.0
1,27,27,86,4.465908118654584,1,2,1,2,6,77,4.356708826689592,0,2,2,0,7,34,3.5553480614894135,1,1,4,6,4,11,6,1,0,147.0
23,7,14,71,4.276666119016055,0,2,1,1,1,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,9,6,1,0,135.0
15,1,3,56,4.04305126783455,1,2,1,0,6,29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,4,8,1,0,112.0
8,13,1,169,5.135798437050262,0,1,4,1,9,64,4.174387269895637,1,1,4,1,4,35,3.58351893845611,0,2,0,0,5,6,4,1,0,408.0
8,21,12,112,4.727387818712341,1,1,2,0,2,35,3.58351893845611,0,2,0,0,5,60,4.110873864173311,1,0,0,4,0,6,1,1,0,241.0
16,5,11,29,3.4011973816621555,0,2,4,1,9,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,6,7,1,0,64.0
25,6,10,65,4.189654742026425,0,2,0,2,5,41,3.7376696182833684,0,2,1,6,1,58,4.07753744390572,1,1,3,2,8,2,7,1,0,96.0
21,15,4,84,4.442651256490317,1,0,4,0,4,76,4.343805421853684,1,1,1,6,6,82,4.418840607796598,1,1,2,5,2,1,5,2,0,94.0
0,18,24,58,4.07753744390572,1,1,3,2,8,38,3.6635616461296463,1,2,3,3,8,37,3.6375861597263857,0,1,2,2,7,11,8,1,0,99.0
27,13,26,48,3.8918202981106265,1,0,3,6,8,39,3.6888794541139363,0,0,4,4,9,43,3.784189633918261,0,1,3,1,3,6,9,1,0,62.0
5,0,0,160,5.081404364984463,1,1,0,6,0,96,4.574710978503383,1,0,1,5,6,147,4.997212273764115,0,0,2,0,7,2,1,1,0,237.0
7,2,16,188,5.241747015059643,1,2,3,6,8,45,3.828641396489095,0,0,0,3,5,15,2.772588722239781,0,0,0,1,5,10,9,1,1,504.0
25,21,11,180,5.198497031265826,1,0,0,5,0,160,5.081404364984463,1,1,0,6,0,107,4.68213122712422,0,2,2,2,7,11,1,1,0,273.0
22,1,15,150,5.017279836814924,1,0,0,3,0,68,4.23410650459726,1,2,3,5,8,10,2.3978952727983707,1,1,0,3,0,2,4,2,1,372.0
24,2,24,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,5,3,2,0,46.0
26,11,6,128,4.859812404361672,1,2,3,2,8,82,4.418840607796598,1,1,2,5,2,108,4.6913478822291435,1,0,3,3,8,4,8,2,0,194.0
19,11,14,95,4.564348191467836,0,2,0,4,5,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,1,0,1,1,237.0
2,13,18,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,9,6,1,0,64.0
13,23,24,115,4.7535901911063645,0,1,0,3,5,100,4.61512051684126,1,1,0,2,0,61,4.127134385045092,0,1,1,5,1,5,8,1,0,184.0
22,28,0,59,4.0943445622221,0,2,4,3,9,51,3.9512437185814275,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,11,9,1,0,114.0
7,10,24,58,4.07753744390572,1,1,3,2,8,50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,9,2,0,118.0
18,22,25,193,5.267858159063328,0,1,3,4,3,74,4.31748811353631,1,2,4,4,4,151,5.0238805208462765,0,1,1,4,1,9,7,1,0,354.0
4,25,13,89,4.499809670330265,0,2,4,5,9,67,4.219507705176107,0,1,2,4,7,86,4.465908118654584,1,2,1,2,6,4,3,1,0,114.0
0,21,11,200,5.303304908059076,1,2,0,4,0,109,4.700480365792417,0,1,4,4,9,190,5.25227342804663,1,1,0,1,0,0,4,1,0,301.0
6,9,13,123,4.820281565605037,0,0,3,4,3,32,3.4965075614664802,1,2,2,4,2,102,4.634728988229636,1,0,2,4,2,9,4,1,0,235.0
0,20,23,88,4.48863636973214,1,1,3,4,8,72,4.290459441148391,1,0,2,2,2,82,4.418840607796598,1,1,2,5,2,3,7,2,0,110.0
12,2,11,190,5.25227342804663,1,1,0,1,0,91,4.5217885770490405,0,1,1,0,1,188,5.241747015059643,1,2,3,6,8,10,7,1,0,291.0
25,25,27,48,3.8918202981106265,1,0,3,6,8,40,3.713572066704308,1,1,0,5,0,31,3.4657359027997265,0,1,1,3,1,10,3,1,0,73.0
2,17,8,133,4.897839799950911,0,1,3,0,3,60,4.110873864173311,1,0,0,4,0,70,4.2626798770413155,1,1,0,0,0,2,3,1,0,269.0
11,21,12,32,3.4965075614664802,1,2,2,4,2,26,3.295836866004329,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,5,0,2,0,52.0
13,7,21,115,4.7535901911063645,0,1,0,3,5,55,4.02535169073515,0,1,0,6,5,70,4.2626798770413155,1,1,0,0,0,10,6,5,0,220.0
27,0,6,187,5.236441962829949,0,1,2,5,7,40,3.713572066704308,1,1,0,5,0,31,3.4657359027997265,0,1,1,3,1,7,6,1,0,490.0
0,26,11,138,4.9344739331306915,1,0,3,5,8,54,4.007333185232471,1,0,4,5,4,133,4.897839799950911,0,1,3,0,3,11,8,1,0,227.0
1,17,28,195,5.278114659230517,0,0,0,6,5,178,5.187385805840755,1,1,3,3,8,137,4.927253685157205,0,2,2,4,7,8,3,1,0,270.0
2,19,19,166,5.117993812416755,1,1,1,5,6,146,4.990432586778736,1,2,1,6,6,100,4.61512051684126,1,1,0,2,0,3,5,2,0,252.0
1,10,25,103,4.6443908991413725,0,1,3,5,3,66,4.204692619390966,1,0,1,3,6,68,4.23410650459726,1,2,3,5,8,3,4,1,0,175.0
16,22,27,163,5.099866427824199,0,1,3,2,3,27,3.332204510175204,0,0,2,6,7,51,3.9512437185814275,0,0,1,2,1,11,2,1,0,411.0
8,28,26,130,4.875197323201151,1,1,0,4,0,16,2.833213344056216,1,1,1,2,6,38,3.6635616461296463,1,2,3,3,8,0,0,2,0,336.0
12,3,23,23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,3,2,1,0,43.0
27,22,15,195,5.278114659230517,0,0,0,6,5,150,5.017279836814924,1,0,0,3,0,171,5.147494476813453,0,0,1,3,1,4,7,3,0,264.0
11,25,17,178,5.187385805840755,1,1,3,3,8,168,5.1298987149230735,1,0,3,0,8,147,4.997212273764115,0,0,2,0,7,8,7,1,0,219.0
13,26,28,157,5.062595033026967,0,1,2,3,7,69,4.248495242049359,0,0,4,6,9,66,4.204692619390966,1,0,1,3,6,6,4,1,0,336.0
22,0,28,69,4.248495242049359,0,0,4,6,9,65,4.189654742026425,0,2,0,2,5,14,2.70805020110221,1,2,4,0,4,6,2,1,0,128.0
10,17,24,194,5.272999558563747,1,2,4,5,4,123,4.820281565605037,0,0,3,4,3,13,2.6390573296152584,0,1,3,6,3,4,6,1,0,446.0
16,13,14,69,4.248495242049359,0,0,4,6,9,38,3.6635616461296463,1,2,3,3,8,33,3.5263605246161616,0,0,3,5,3,2,6,1,0,136.0
22,15,25,138,4.9344739331306915,1,0,3,5,8,129,4.867534450455582,0,0,4,3,9,22,3.1354942159291497,1,1,2,1,2,4,4,1,0,263.0
12,5,8,130,4.875197323201151,1,1,0,4,0,95,4.564348191467836,0,2,0,4,5,99,4.605170185988092,0,0,4,1,9,0,8,1,0,196.0
22,24,3,86,4.465908118654584,1,2,1,2,6,85,4.454347296253507,0,1,0,1,5,58,4.07753744390572,1,1,3,2,8,10,2,1,0,115.0
6,23,28,35,3.58351893845611,0,2,0,0,5,34,3.5553480614894135,1,1,4,6,4,32,3.4965075614664802,1,2,2,4,2,4,6,1,0,39.0
13,8,26,118,4.77912349311153,1,1,3,6,8,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,4,0,1,0,256.0
7,9,28,128,4.859812404361672,1,2,3,2,8,111,4.718498871295094,0,0,1,6,1,75,4.330733340286331,0,0,0,5,5,7,4,1,0,198.0
14,8,6,90,4.51085950651685,1,0,0,6,0,29,3.4011973816621555,0,2,4,1,9,52,3.970291913552122,1,1,2,3,2,5,2,1,0,189.0
19,11,9,195,5.278114659230517,0,0,0,6,5,77,4.356708826689592,0,2,2,0,7,98,4.59511985013459,1,2,3,0,8,9,4,1,0,410.0
11,24,14,83,4.430816798843313,0,2,3,6,3,55,4.02535169073515,0,1,0,6,5,80,4.394449154672439,1,2,0,3,0,0,1,1,0,114.0
17,3,22,190,5.25227342804663,1,1,0,1,0,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,1,1,0,533.0
3,1,20,66,4.204692619390966,1,0,1,3,6,35,3.58351893845611,0,2,0,0,5,23,3.1780538303479458,0,2,3,2,3,9,4,1,0,140.0
0,9,20,141,4.955827057601261,0,0,1,1,1,59,4.0943445622221,0,2,4,3,9,51,3.9512437185814275,0,0,1,2,1,5,6,1,0,313.0
19,27,18,161,5.087596335232384,0,2,1,0,1,90,4.51085950651685,1,0,0,6,0,22,3.1354942159291497,1,1,2,1,2,5,3,1,0,371.0
6,11,18,181,5.204006687076795,0,1,1,6,1,16,2.833213344056216,1,1,1,2,6,159,5.075173815233827,0,0,4,5,9,2,5,1,0,368.0
13,3,20,96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,73,4.30406509320417,0,1,3,3,3,2,7,1,0,187.0
3,22,23,124,4.8283137373023015,1,1,4,5,4,91,4.5217885770490405,0,1,1,0,1,74,4.31748811353631,1,2,4,4,4,8,4,1,0,207.0
12,20,1,34,3.5553480614894135,1,1,4,6,4,14,2.70805020110221,1,2,4,0,4,19,2.995732273553991,0,1,4,5,9,5,3,1,0,69.0
16,3,2,76,4.343805421853684,1,1,1,6,6,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,7,5,4,1,148.0
24,20,18,87,4.477336814478207,0,0,2,3,7,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,6,6,3,0,204.0
13,12,28,139,4.941642422609304,0,1,4,6,9,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,9,6,1,1,345.0
0,7,8,173,5.159055299214529,0,2,3,5,3,166,5.117993812416755,1,1,1,5,6,122,4.812184355372417,1,2,2,3,2,10,0,1,0,231.0
7,18,28,81,4.406719247264253,0,0,1,4,1,61,4.127134385045092,0,1,1,5,1,45,3.828641396489095,0,0,0,3,5,6,7,1,0,137.0
14,0,4,78,4.3694478524670215,1,0,3,1,8,74,4.31748811353631,1,2,4,4,4,74,4.31748811353631,1,2,4,4,4,8,6,2,1,86.0
7,2,23,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,0,6,1,0,61.0
3,27,25,73,4.30406509320417,0,1,3,3,3,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,5,9,1,0,183.0
26,13,17,158,5.0689042022202315,1,2,3,4,8,91,4.5217885770490405,0,1,1,0,1,139,4.941642422609304,0,1,4,6,9,11,9,1,0,244.0
5,5,18,157,5.062595033026967,0,1,2,3,7,152,5.030437921392435,1,2,2,5,2,76,4.343805421853684,1,1,1,6,6,5,7,1,1,243.0
12,10,3,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,0,4,1,0,40.0
22,12,10,181,5.204006687076795,0,1,1,6,1,42,3.7612001156935624,1,0,2,0,2,174,5.1647859739235145,1,0,4,6,4,4,5,1,0,327.0
8,0,3,39,3.6888794541139363,0,0,4,4,9,10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,7,4,1,0,69.0
1,6,9,118,4.77912349311153,1,1,3,6,8,103,4.6443908991413725,0,1,3,5,3,25,3.258096538021482,0,1,0,4,5,10,5,1,0,226.0
22,20,27,138,4.9344739331306915,1,0,3,5,8,122,4.812184355372417,1,2,2,3,2,53,3.9889840465642745,0,2,3,4,3,10,5,1,0,239.0
22,19,12,146,4.990432586778736,1,2,1,6,6,115,4.7535901911063645,0,1,0,3,5,76,4.343805421853684,1,1,1,6,6,9,1,1,0,247.0
24,25,25,154,5.043425116919247,1,1,4,0,4,77,4.356708826689592,0,2,2,0,7,56,4.04305126783455,1,2,1,0,6,1,2,7,1,329.0
8,22,18,28,3.367295829986474,1,1,3,0,8,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,6,6,1,0,46.0
23,17,17,112,4.727387818712341,1,1,2,0,2,107,4.68213122712422,0,2,2,2,7,65,4.189654742026425,0,2,0,2,5,8,1,1,0,164.0
24,13,26,82,4.418840607796598,1,1,2,5,2,73,4.30406509320417,0,1,3,3,3,66,4.204692619390966,1,0,1,3,6,6,3,1,0,107.0
26,18,17,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,10,4,7,3,105.0
25,12,9,37,3.6375861597263857,0,1,2,2,7,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,0,3,1,0,65.0
6,8,7,126,4.844187086458591,1,0,1,0,6,116,4.762173934797756,1,2,1,4,6,16,2.833213344056216,1,1,1,2,6,5,7,2,0,246.0
24,20,25,53,3.9889840465642745,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,46,3.8501476017100584,1,1,1,4,6,4,2,1,0,94.0
20,26,27,184,5.220355825078324,1,1,4,2,4,179,5.19295685089021,0,2,4,4,9,177,5.181783550292085,0,0,2,2,7,11,1,1,0,196.0
25,14,20,100,4.61512051684126,1,1,0,2,0,72,4.290459441148391,1,0,2,2,2,68,4.23410650459726,1,2,3,5,8,0,4,4,0,160.0
15,10,19,93,4.543294782270004,0,0,3,2,3,23,3.1780538303479458,0,2,3,2,3,81,4.406719247264253,0,0,1,4,1,6,8,1,0,175.0
24,3,18,88,4.48863636973214,1,1,3,4,8,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,10,1,1,1,201.0
16,18,21,199,5.298317366548036,0,1,4,3,9,63,4.1588830833596715,0,0,3,0,3,122,4.812184355372417,1,2,2,3,2,8,5,1,0,412.0
23,21,16,98,4.59511985013459,1,2,3,0,8,58,4.07753744390572,1,1,3,2,8,93,4.543294782270004,0,0,3,2,3,3,9,1,0,143.0
8,26,12,149,5.0106352940962555,0,2,4,2,9,105,4.663439094112067,0,0,0,0,5,6,1.9459101490553132,1,0,1,6,6,9,0,1,0,336.0
12,28,0,103,4.6443908991413725,0,1,3,5,3,14,2.70805020110221,1,2,4,0,4,69,4.248495242049359,0,0,4,6,9,1,8,1,0,226.0
6,14,7,185,5.225746673713202,0,2,0,3,5,115,4.7535901911063645,0,1,0,3,5,70,4.2626798770413155,1,1,0,0,0,4,9,5,0,370.0
23,21,13,24,3.2188758248682006,1,0,4,3,4,21,3.091042453358316,0,0,1,0,1,20,3.044522437723423,1,2,0,6,0,5,4,1,0,31.0
15,17,2,140,4.948759890378168,1,2,0,0,0,113,4.736198448394496,0,2,3,1,3,49,3.912023005428146,0,1,4,0,9,3,8,1,0,258.0
13,1,16,141,4.955827057601261,0,0,1,1,1,6,1.9459101490553132,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,0,7,1,0,373.0
15,16,7,62,4.143134726391533,1,2,2,6,2,51,3.9512437185814275,0,0,1,2,1,59,4.0943445622221,0,2,4,3,9,0,4,1,0,76.0
14,23,25,179,5.19295685089021,0,2,4,4,9,128,4.859812404361672,1,2,3,2,8,21,3.091042453358316,0,0,1,0,1,0,4,1,0,388.0
27,10,9,135,4.912654885736052,0,0,0,2,5,82,4.418840607796598,1,1,2,5,2,47,3.871201010907891,0,2,2,5,7,6,9,1,0,276.0
24,19,20,73,4.30406509320417,0,1,3,3,3,72,4.290459441148391,1,0,2,2,2,61,4.127134385045092,0,1,1,5,1,6,1,1,0,86.0
25,26,12,57,4.060443010546419,0,0,2,1,7,25,3.258096538021482,0,1,0,4,5,12,2.5649493574615367,1,0,2,5,2,11,3,1,0,134.0
8,15,5,153,5.0369526024136295,0,0,3,6,3,138,4.9344739331306915,1,0,3,5,8,100,4.61512051684126,1,1,0,2,0,11,7,1,0,221.0
4,9,2,76,4.343805421853684,1,1,1,6,6,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,0,5,1,0,177.0
4,26,9,155,5.049856007249537,0,2,0,1,5,111,4.718498871295094,0,0,1,6,1,61,4.127134385045092,0,1,1,5,1,5,7,1,0,293.0
27,19,10,188,5.241747015059643,1,2,3,6,8,94,4.553876891600541,1,1,4,3,4,76,4.343805421853684,1,1,1,6,6,1,6,2,1,394.0
1,17,27,181,5.204006687076795,0,1,1,6,1,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,5,9,1,0,514.0
18,13,14,93,4.543294782270004,0,0,3,2,3,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,1,6,1,0,203.0
28,16,1,53,3.9889840465642745,0,2,3,4,3,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,1,4,1,0,128.0
16,10,3,123,4.820281565605037,0,0,3,4,3,23,3.1780538303479458,0,2,3,2,3,33,3.5263605246161616,0,0,3,5,3,6,4,1,0,313.0
22,11,23,80,4.394449154672439,1,2,0,3,0,71,4.276666119016055,0,2,1,1,1,7,2.0794415416798357,0,1,2,0,7,6,1,1,0,162.0
24,11,28,98,4.59511985013459,1,2,3,0,8,82,4.418840607796598,1,1,2,5,2,30,3.4339872044851463,1,0,0,2,0,6,3,2,0,182.0
16,28,6,119,4.787491742782046,0,2,4,0,9,90,4.51085950651685,1,0,0,6,0,95,4.564348191467836,0,2,0,4,5,0,8,1,0,172.0
5,28,27,191,5.2574953720277815,0,2,1,2,1,151,5.0238805208462765,0,1,1,4,1,150,5.017279836814924,1,0,0,3,0,10,9,1,0,272.0
12,15,11,88,4.48863636973214,1,1,3,4,8,6,1.9459101490553132,1,0,1,6,6,62,4.143134726391533,1,2,2,6,2,6,6,2,0,196.0
24,20,28,178,5.187385805840755,1,1,3,3,8,21,3.091042453358316,0,0,1,0,1,170,5.14166355650266,1,2,0,2,0,4,7,1,0,343.0
19,11,8,130,4.875197323201151,1,1,0,4,0,56,4.04305126783455,1,2,1,0,6,109,4.700480365792417,0,1,4,4,9,10,1,1,0,225.0
17,13,24,185,5.225746673713202,0,2,0,3,5,136,4.919980925828125,1,1,1,3,6,92,4.532599493153256,1,2,2,1,2,10,1,1,0,327.0
11,25,2,65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,55,4.02535169073515,0,1,0,6,5,6,4,1,0,131.0
4,11,25,116,4.762173934797756,1,2,1,4,6,110,4.709530201312334,1,2,0,5,0,19,2.995732273553991,0,1,4,5,9,0,5,1,0,219.0
23,20,9,49,3.912023005428146,0,1,4,0,9,23,3.1780538303479458,0,2,3,2,3,45,3.828641396489095,0,0,0,3,5,2,0,1,0,79.0
24,21,7,83,4.430816798843313,0,2,3,6,3,47,3.871201010907891,0,2,2,5,7,25,3.258096538021482,0,1,0,4,5,9,9,1,0,177.0
15,5,14,187,5.236441962829949,0,1,2,5,7,146,4.990432586778736,1,2,1,6,6,27,3.332204510175204,0,0,2,6,7,7,5,1,0,388.0
4,7,27,74,4.31748811353631,1,2,4,4,4,68,4.23410650459726,1,2,3,5,8,14,2.70805020110221,1,2,4,0,4,10,8,2,0,140.0
25,2,15,125,4.836281906951478,0,2,0,6,5,113,4.736198448394496,0,2,3,1,3,20,3.044522437723423,1,2,0,6,0,1,3,1,0,242.0
8,2,28,170,5.14166355650266,1,2,0,2,0,100,4.61512051684126,1,1,0,2,0,96,4.574710978503383,1,0,1,5,6,1,3,2,0,314.0
1,9,21,30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,11,6,1,0,38.0
8,1,6,142,4.962844630259907,1,1,2,2,2,95,4.564348191467836,0,2,0,4,5,124,4.8283137373023015,1,1,4,5,4,6,1,1,0,207.0
9,4,10,120,4.795790545596741,1,0,0,1,0,91,4.5217885770490405,0,1,1,0,1,110,4.709530201312334,1,2,0,5,0,3,1,1,0,159.0
12,21,27,125,4.836281906951478,0,2,0,6,5,103,4.6443908991413725,0,1,3,5,3,89,4.499809670330265,0,2,4,5,9,11,4,1,0,183.0
19,20,25,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,6,7,2,1,130.0
10,4,1,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,2,5,1,0,96.0
10,27,28,113,4.736198448394496,0,2,3,1,3,11,2.4849066497880004,0,2,1,4,1,73,4.30406509320417,0,1,3,3,3,4,1,1,0,255.0
13,11,5,177,5.181783550292085,0,0,2,2,7,100,4.61512051684126,1,1,0,2,0,32,3.4965075614664802,1,2,2,4,2,9,2,1,0,399.0
12,24,4,162,5.093750200806762,1,0,2,1,2,146,4.990432586778736,1,2,1,6,6,92,4.532599493153256,1,2,2,1,2,3,9,2,0,248.0
0,21,17,130,4.875197323201151,1,1,0,4,0,79,4.382026634673881,0,1,4,2,9,112,4.727387818712341,1,1,2,0,2,4,0,1,0,199.0
6,7,15,95,4.564348191467836,0,2,0,4,5,24,3.2188758248682006,1,0,4,3,4,49,3.912023005428146,0,1,4,0,9,5,5,1,0,212.0
26,0,5,115,4.7535901911063645,0,1,0,3,5,42,3.7612001156935624,1,0,2,0,2,94,4.553876891600541,1,1,4,3,4,6,6,1,0,209.0
17,20,13,121,4.804021044733257,0,1,1,2,1,67,4.219507705176107,0,1,2,4,7,80,4.394449154672439,1,2,0,3,0,9,1,1,0,216.0
0,0,11,118,4.77912349311153,1,1,3,6,8,54,4.007333185232471,1,0,4,5,4,117,4.770684624465665,0,0,2,5,7,9,6,1,0,183.0
21,11,5,193,5.267858159063328,0,1,3,4,3,25,3.258096538021482,0,1,0,4,5,189,5.247024072160486,0,0,4,0,9,6,7,1,0,365.0
13,10,19,70,4.2626798770413155,1,1,0,0,0,52,3.970291913552122,1,1,2,3,2,69,4.248495242049359,0,0,4,6,9,2,8,1,0,89.0
13,10,1,96,4.574710978503383,1,0,1,5,6,60,4.110873864173311,1,0,0,4,0,38,3.6635616461296463,1,2,3,3,8,9,5,2,0,190.0
24,8,5,70,4.2626798770413155,1,1,0,0,0,33,3.5263605246161616,0,0,3,5,3,56,4.04305126783455,1,2,1,0,6,5,7,1,0,121.0
0,15,15,49,3.912023005428146,0,1,4,0,9,42,3.7612001156935624,1,0,2,0,2,15,2.772588722239781,0,0,0,1,5,9,5,1,0,90.0
18,3,15,96,4.574710978503383,1,0,1,5,6,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,1,2,3,1,246.0
17,13,15,110,4.709530201312334,1,2,0,5,0,86,4.465908118654584,1,2,1,2,6,43,3.784189633918261,0,1,3,1,3,7,1,1,1,201.0
6,14,9,65,4.189654742026425,0,2,0,2,5,43,3.784189633918261,0,1,3,1,3,40,3.713572066704308,1,1,0,5,0,10,8,1,0,112.0
5,28,3,196,5.2832037287379885,1,1,1,0,6,161,5.087596335232384,0,2,1,0,1,161,5.087596335232384,0,2,1,0,1,3,6,7,1,266.0
2,3,22,123,4.820281565605037,0,0,3,4,3,87,4.477336814478207,0,0,2,3,7,60,4.110873864173311,1,0,0,4,0,8,0,3,0,222.0
24,15,8,190,5.25227342804663,1,1,0,1,0,83,4.430816798843313,0,2,3,6,3,17,2.8903717578961645,0,2,2,3,7,8,4,1,0,470.0
12,24,16,147,4.997212273764115,0,0,2,0,7,44,3.8066624897703196,1,2,4,2,4,119,4.787491742782046,0,2,4,0,9,5,9,1,0,278.0
25,16,28,71,4.276666119016055,0,2,1,1,1,39,3.6888794541139363,0,0,4,4,9,64,4.174387269895637,1,1,4,1,4,1,1,1,0,110.0
5,7,8,93,4.543294782270004,0,0,3,2,3,75,4.330733340286331,0,0,0,5,5,71,4.276666119016055,0,2,1,1,1,7,5,1,0,133.0
20,18,24,145,4.983606621708336,0,1,0,5,5,63,4.1588830833596715,0,0,3,0,3,118,4.77912349311153,1,1,3,6,8,1,5,1,0,254.0
7,27,6,160,5.081404364984463,1,1,0,6,0,65,4.189654742026425,0,2,0,2,5,118,4.77912349311153,1,1,3,6,8,11,5,1,0,297.0
20,8,11,137,4.927253685157205,0,2,2,4,7,41,3.7376696182833684,0,2,1,6,1,54,4.007333185232471,1,0,4,5,4,6,4,1,0,316.0
20,22,22,109,4.700480365792417,0,1,4,4,9,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,0,5,1,0,275.0
2,15,4,108,4.6913478822291435,1,0,3,3,8,48,3.8918202981106265,1,0,3,6,8,31,3.4657359027997265,0,1,1,3,1,11,3,1,0,245.0
27,13,9,118,4.77912349311153,1,1,3,6,8,104,4.653960350157523,1,2,4,6,4,43,3.784189633918261,0,1,3,1,3,5,2,1,0,207.0
11,11,21,95,4.564348191467836,0,2,0,4,5,12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,11,0,1,0,218.0
21,27,2,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,5,3,1,0,38.0
20,21,8,102,4.634728988229636,1,0,2,4,2,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,10,8,1,0,265.0
14,1,20,176,5.176149732573829,1,2,1,1,6,115,4.7535901911063645,0,1,0,3,5,8,2.1972245773362196,1,2,3,1,8,9,2,1,1,405.0
22,25,4,54,4.007333185232471,1,0,4,5,4,23,3.1780538303479458,0,2,3,2,3,51,3.9512437185814275,0,0,1,2,1,0,3,1,0,88.0
