slot_person_name,slot_room_name,slot_length_ft,slot_length_ft_abs_log1p,slot_length_ft_is_even,slot_length_ft_mod3,slot_length_ft_mod5,slot_length_ft_mod7,slot_length_ft_mod10,slot_width_ft,slot_width_ft_abs_log1p,slot_width_ft_is_even,slot_width_ft_mod3,slot_width_ft_mod5,slot_width_ft_mod7,slot_width_ft_mod10,slot_cost_material_per_sqft,slot_cost_material_per_sqft_abs_log1p,slot_cost_material_per_sqft_is_even,slot_cost_material_per_sqft_mod3,slot_cost_material_per_sqft_mod5,slot_cost_material_per_sqft_mod7,slot_cost_material_per_sqft_mod10,slot_cost_padding_per_sqft,slot_cost_padding_per_sqft_abs_log1p,slot_cost_padding_per_sqft_sign,slot_cost_padding_per_sqft_is_even,slot_cost_padding_per_sqft_mod3,slot_cost_padding_per_sqft_mod5,slot_cost_padding_per_sqft_mod7,slot_cost_padding_per_sqft_mod10,slot_cost_removal_per_sqft,slot_cost_removal_per_sqft_abs_log1p,slot_cost_removal_per_sqft_sign,slot_cost_removal_per_sqft_is_even,slot_cost_removal_per_sqft_mod3,slot_cost_removal_per_sqft_mod5,slot_cost_removal_per_sqft_mod7,slot_cost_removal_per_sqft_mod10,slot_cost_install_per_sqft,slot_cost_install_per_sqft_abs_log1p,slot_cost_install_per_sqft_is_even,slot_cost_install_per_sqft_mod3,slot_cost_install_per_sqft_mod5,slot_cost_install_per_sqft_mod7,slot_cost_install_per_sqft_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
7,2,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,0,1,5,26136.0
3,2,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,1,2,2,2,2,8,2.1972245773362196,1,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,2,1,2,32760.0
4,1,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,2,1,1,15750.0
7,2,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,0,1,3,18117.0
5,1,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,47,3.871201010907891,0,2,2,5,7,1,1,2,16080.0
1,1,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,1,1,12150.0
1,3,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,0,1,7,20064.0
5,0,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,1,1,0,27778.0
1,0,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,1,1,1,34992.0
2,0,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,1,1,3,9604.0
7,4,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1,3,20493.0
7,2,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,2,1,2,20790.0
4,4,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,1,2,3,1,8,3,1.3862943611198906,1,0,0,3,3,3,41,3.7376696182833684,0,2,1,6,1,1,1,2,30420.0
3,4,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,1,0,1,1,1,1,9,2.302585092994046,1,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,2,1,8,25623.0
1,0,10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,1,0,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,1,1,3,13020.0
4,3,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,9,2.302585092994046,1,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,0,1,4,14580.0
1,0,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1,5,25665.0
6,4,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,7,2.0794415416798357,1,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,2,1,5,17578.0
1,0,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,1,2,2,2,2,7,2.0794415416798357,1,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,2,1,4,15730.0
2,3,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,50,3.9318256327243257,1,2,0,1,0,1,1,1,18876.0
2,4,14,2.70805020110221,1,2,4,0,4,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,2,1,3,9632.0
2,4,29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,2,1,7,23171.0
1,2,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,2,1,1,12160.0
7,1,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,1,7,11136.0
7,0,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,0,1,2,42021.0
2,2,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,50,3.9318256327243257,1,2,0,1,0,2,1,1,35040.0
1,4,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,1,1,8,18720.0
0,3,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,0,1,1,24570.0
1,0,23,3.1780538303479458,0,2,3,2,3,23,3.1780538303479458,0,2,3,2,3,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,44,3.8066624897703196,1,2,4,2,4,2,1,1,38617.0
0,2,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,42,3.7612001156935624,1,0,2,0,2,1,2,8,22568.0
5,4,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,46,3.8501476017100584,1,1,1,4,6,0,1,5,13351.0
3,3,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,1,1,1,47386.0
1,3,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,0,1,2,14212.0
2,0,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,1,0,1,6,6,9,2.302585092994046,1,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,2,1,2,37380.0
2,0,26,3.295836866004329,1,2,1,5,6,28,3.367295829986474,1,1,3,0,8,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,2,1,5,43680.0
5,3,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,2,1,1,10750.0
2,1,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1,1,14490.0
0,0,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,2,1,7,38760.0
5,2,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,2,1,1,15232.0
3,2,24,3.2188758248682006,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,1,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,1,1,2,33600.0
5,2,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,1,1,4,19980.0
0,1,13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,0,1,2,22620.0
6,3,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,0,1,9,12690.0
6,1,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,1,1,5,9900.0
7,3,28,3.367295829986474,1,1,3,0,8,17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,1,1,2,22372.0
2,2,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,2,1,2,15048.0
5,2,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,0,1,4,21164.0
5,1,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,0,1,3,24840.0
5,0,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,1,1,4,25488.0
4,1,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,0,1,6,7656.0
6,0,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,1,1,0,18900.0
3,1,16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,2,1,7,13312.0
3,0,12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,1,1,2,13524.0
3,3,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,10,2.3978952727983707,1,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,1,1,2,43848.0
4,1,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,1,1,2,12070.0
6,0,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,2,1,3,9632.0
6,3,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,49,3.912023005428146,0,1,4,0,9,1,1,0,9800.0
6,1,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,0,1,3,5445.0
4,0,27,3.332204510175204,0,0,2,6,7,27,3.332204510175204,0,0,2,6,7,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,49,3.912023005428146,0,1,4,0,9,2,1,1,64881.0
7,3,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,1,1,0,13200.0
6,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,1,1,2,10692.0
2,1,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,2,1,5,15555.0
4,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,2,2,8,14000.0
0,3,23,3.1780538303479458,0,2,3,2,3,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,1,3,32200.0
6,1,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,1,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,2,1,1,22825.0
5,2,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,36,3.6109179126442243,1,0,1,1,6,1,1,6,28350.0
2,1,25,3.258096538021482,0,1,0,4,5,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,38,3.6635616461296463,1,2,3,3,8,2,1,1,44200.0
6,4,22,3.1354942159291497,1,1,2,1,2,15,2.772588722239781,0,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,2,1,3,21450.0
5,0,30,3.4339872044851463,1,0,0,2,0,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,0,2,3,28800.0
3,4,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,2,1,6,24948.0
2,4,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,0,0.0,0,1,0,0,0,0,9,2.302585092994046,1,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,2,1,2,8954.0
2,3,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,41,3.7376696182833684,0,2,1,6,1,2,1,0,24960.0
2,3,27,3.332204510175204,0,0,2,6,7,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,0,1,4,32994.0
2,4,24,3.2188758248682006,1,0,4,3,4,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,13,2.6390573296152584,0,1,3,6,3,2,1,1,25536.0
3,2,25,3.258096538021482,0,1,0,4,5,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,2,1,2,55100.0
4,1,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,0,1,5,37260.0
7,4,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,2,1,5,26208.0
4,2,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,25,3.258096538021482,0,1,0,4,5,1,1,4,18590.0
7,1,25,3.258096538021482,0,1,0,4,5,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,37,3.6375861597263857,0,1,2,2,7,1,1,4,32500.0
0,4,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,1,1,0,45225.0
4,1,29,3.4011973816621555,0,2,4,1,9,21,3.091042453358316,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,0,1,5,39585.0
0,2,26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,1,0,1,6,6,9,2.302585092994046,1,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,2,1,2,56862.0
0,2,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,34,3.5553480614894135,1,1,4,6,4,0,1,1,21294.0
0,4,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,38,3.6635616461296463,1,2,3,3,8,1,1,2,18032.0
2,1,27,3.332204510175204,0,0,2,6,7,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,42,3.7612001156935624,1,0,2,0,2,0,1,5,41850.0
3,4,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,1,2,2,2,2,10,2.3978952727983707,1,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,0,2,9,18240.0
2,1,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,1,0,1,2,0,7,10,2.3978952727983707,1,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,1,1,2,22400.0
5,1,27,3.332204510175204,0,0,2,6,7,30,3.4339872044851463,1,0,0,2,0,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,1,2,3,1,8,0,0.0,0,1,0,0,0,0,18,2.9444389791664403,1,0,3,4,8,0,1,1,46980.0
6,1,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,2,1,3,11362.0
2,2,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,46,3.8501476017100584,1,1,1,4,6,0,1,4,24480.0
7,3,19,2.995732273553991,0,1,4,5,9,19,2.995732273553991,0,1,4,5,9,37,3.6375861597263857,0,1,2,2,7,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,29,3.4011973816621555,0,2,4,1,9,1,1,6,26714.0
1,0,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,2,1,4,65250.0
5,3,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,42,3.7612001156935624,1,0,2,0,2,1,1,3,31500.0
