slot_n_big,slot_n_big_abs_log1p,slot_n_big_is_even,slot_n_big_mod3,slot_n_big_mod5,slot_n_big_mod7,slot_n_big_mod10,slot_R_big,slot_R_big_abs_log1p,slot_R_big_is_even,slot_R_big_mod3,slot_R_big_mod5,slot_R_big_mod7,slot_R_big_mod10,slot_N_small,slot_N_small_abs_log1p,slot_N_small_is_even,slot_N_small_mod3,slot_N_small_mod5,slot_N_small_mod7,slot_N_small_mod10,slot_r_small,slot_r_small_abs_log1p,slot_r_small_is_even,slot_r_small_mod3,slot_r_small_mod5,slot_r_small_mod7,slot_r_small_mod10,gcd_all,n_multiple_pairs,y
8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,40,3.713572066704308,1,1,0,5,0,14,2.70805020110221,1,2,4,0,4,2,1,807.0
3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,118,4.77912349311153,1,1,3,6,8,24,3.2188758248682006,1,0,4,3,4,1,1,52427.0
9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,382,5.948034989180646,1,1,2,4,2,7,2.0794415416798357,0,1,2,0,7,1,0,106787.0
10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,146,4.990432586778736,1,2,1,6,6,41,3.7376696182833684,0,2,1,6,1,1,0,12823.0
12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,520,6.255750041753367,1,1,0,2,0,12,2.5649493574615367,1,0,2,5,2,2,1,179579.0
9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,187,5.236441962829949,0,1,2,5,7,15,2.772588722239781,0,0,0,1,5,1,1,939.0
3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,468,6.150602768446279,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,1,2,371038.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,2,451.0
9,2.302585092994046,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,238,5.476463551931511,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,1,1,232395.0
9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,274,5.616771097666572,1,1,4,1,4,7,2.0794415416798357,0,1,2,0,7,1,0,38851.0
8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,381,5.945420608606575,0,0,1,3,1,21,3.091042453358316,0,0,1,0,1,1,0,6462.0
8,2.1972245773362196,1,2,3,1,8,57,4.060443010546419,0,0,2,1,7,424,6.052089168924417,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,1,80317.0
9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,510,6.236369590203704,1,0,0,6,0,28,3.367295829986474,1,1,3,0,8,1,0,178813.0
7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,0,179.0
9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,122,4.812184355372417,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,1,2628.0
5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,204,5.3230099791384085,1,0,4,1,4,8,2.1972245773362196,1,2,3,1,8,1,1,10331.0
5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,43,3.784189633918261,0,1,3,1,3,23,3.1780538303479458,0,2,3,2,3,1,0,4946.0
5,1.791759469228055,0,2,0,5,5,56,4.04305126783455,1,2,1,0,6,22,3.1354942159291497,1,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,1,0,69.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,398,5.988961416889864,1,2,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,3,4629.0
3,1.3862943611198906,0,0,3,3,3,44,3.8066624897703196,1,2,4,2,4,398,5.988961416889864,1,2,3,6,8,24,3.2188758248682006,1,0,4,3,4,1,1,2666.0
6,1.9459101490553132,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,400,5.993961427306569,1,1,0,1,0,16,2.833213344056216,1,1,1,2,6,1,1,264643.0
12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,359,5.886104031450156,0,2,4,2,9,14,2.70805020110221,1,2,4,0,4,1,0,143069.0
6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,359,5.886104031450156,0,2,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,149249.0
8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,447,6.104793232414985,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,1,1,182561.0
3,1.3862943611198906,0,0,3,3,3,56,4.04305126783455,1,2,1,0,6,58,4.07753744390572,1,1,3,2,8,30,3.4339872044851463,1,0,0,2,0,1,1,46999.0
6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,498,6.212606095751519,1,0,3,1,8,28,3.367295829986474,1,1,3,0,8,2,2,213523.0
5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,220,5.3981627015177525,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,2,36526.0
11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,410,6.018593214496234,1,2,0,4,0,31,3.4657359027997265,0,1,1,3,1,1,0,445244.0
10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,402,5.998936561946683,1,0,2,3,2,15,2.772588722239781,0,0,0,1,5,1,0,76371.0
5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,91,4.5217885770490405,0,1,1,0,1,15,2.772588722239781,0,0,0,1,5,1,1,8584.0
8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,75,4.330733340286331,0,0,0,5,5,16,2.833213344056216,1,1,1,2,6,1,1,16567.0
4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,1,0,6106.0
8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,41,3.7376696182833684,0,2,1,6,1,11,2.4849066497880004,0,2,1,4,1,1,0,3314.0
12,2.5649493574615367,1,0,2,5,2,57,4.060443010546419,0,0,2,1,7,340,5.831882477283517,1,1,0,4,0,48,3.8918202981106265,1,0,3,6,8,1,1,304351.0
10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,251,5.529429087511423,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,1,3945.0
11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,307,5.730099782973574,0,1,2,6,7,28,3.367295829986474,1,1,3,0,8,1,0,157427.0
8,2.1972245773362196,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,116,4.762173934797756,1,2,1,4,6,44,3.8066624897703196,1,2,4,2,4,1,0,28505.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,183,5.214935757608986,0,0,3,1,3,1,0.6931471805599453,0,1,1,1,1,1,4,683.0
12,2.5649493574615367,1,0,2,5,2,38,3.6635616461296463,1,2,3,3,8,298,5.700443573390687,1,1,3,4,8,33,3.5263605246161616,0,0,3,5,3,1,0,33457.0
12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,0,5,0,521,6.257667587882639,0,2,1,3,1,21,3.091042453358316,0,0,1,0,1,1,0,10951.0
4,1.6094379124341003,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,324,5.783825182329737,1,0,4,2,4,26,3.295836866004329,1,2,1,5,6,1,1,282859.0
12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,418,6.037870919922137,1,1,3,5,8,16,2.833213344056216,1,1,1,2,6,2,0,34093.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,471,6.156978985585555,0,0,1,2,1,9,2.302585092994046,0,0,4,2,9,1,0,9085.0
5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,2,761.0
10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,451,6.113682179832232,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,1,2,352.0
5,1.791759469228055,0,2,0,5,5,37,3.6375861597263857,0,1,2,2,7,389,5.966146739123692,0,2,4,4,9,12,2.5649493574615367,1,0,2,5,2,1,0,43751.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,494,6.20455776256869,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,2,6737.0
9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,332,5.808142489980444,1,2,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,1,12134.0
4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,467,6.148468295917647,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,3,2424.0
4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,2,257.0
4,1.6094379124341003,1,1,4,4,4,58,4.07753744390572,1,1,3,2,8,249,5.521460917862246,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,1,1440.0
10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,64,4.174387269895637,1,1,4,1,4,28,3.367295829986474,1,1,3,0,8,1,0,5039.0
3,1.3862943611198906,0,0,3,3,3,52,3.970291913552122,1,1,2,3,2,36,3.6109179126442243,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,1,2,78691.0
12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,268,5.594711379601839,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,1,1,12957.0
5,1.791759469228055,0,2,0,5,5,51,3.9512437185814275,0,0,1,2,1,161,5.087596335232384,0,2,1,0,1,37,3.6375861597263857,0,1,2,2,7,1,0,75022.0
11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,251,5.529429087511423,0,2,1,6,1,9,2.302585092994046,0,0,4,2,9,1,0,8395.0
7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,310,5.739792912179234,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,1,2,2303.0
6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,415,6.030685260261263,0,1,0,2,5,35,3.58351893845611,0,2,0,0,5,1,0,2925.0
10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,455,6.1224928095143865,0,2,0,0,5,34,3.5553480614894135,1,1,4,6,4,1,0,295017.0
12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,208,5.342334251964811,1,1,3,5,8,7,2.0794415416798357,0,1,2,0,7,1,0,3483.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,155,5.049856007249537,0,2,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,1,617.0
9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,522,6.259581464064923,1,0,2,4,2,1,0.6931471805599453,0,1,1,1,1,1,5,3551.0
11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,144,4.976733742420574,1,0,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,3,2231.0
12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,264,5.579729825986222,1,0,4,5,4,6,1.9459101490553132,1,0,1,6,6,2,4,6793.0
5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,140,4.948759890378168,1,2,0,0,0,24,3.2188758248682006,1,0,4,3,4,1,2,2743.0
8,2.1972245773362196,1,2,3,1,8,32,3.4965075614664802,1,2,2,4,2,304,5.720311776607412,1,1,4,3,4,13,2.6390573296152584,0,1,3,6,3,1,2,126851.0
11,2.4849066497880004,0,2,1,4,1,51,3.9512437185814275,0,0,1,2,1,433,6.073044534100405,0,1,3,6,3,42,3.7612001156935624,1,0,2,0,2,1,0,153593.0
4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,80,4.394449154672439,1,2,0,3,0,20,3.044522437723423,1,2,0,6,0,2,3,17477.0
12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,0,4,0,290,5.673323267171493,1,2,0,3,0,51,3.9512437185814275,0,0,1,2,1,1,1,288253.0
7,2.0794415416798357,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,224,5.41610040220442,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,1,2,19837.0
11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,387,5.961005339623274,0,0,2,2,7,1,0.6931471805599453,0,1,1,1,1,1,3,1192.0
8,2.1972245773362196,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,282,5.645446897643238,1,0,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,36822.0
12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,411,6.021023349349527,0,0,1,5,1,3,1.3862943611198906,0,0,3,3,3,1,2,3056.0
9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,474,6.163314804034641,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,0,12073.0
11,2.4849066497880004,0,2,1,4,1,59,4.0943445622221,0,2,4,3,9,224,5.41610040220442,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,1,1,46700.0
11,2.4849066497880004,0,2,1,4,1,48,3.8918202981106265,1,0,3,6,8,121,4.804021044733257,0,1,1,2,1,7,2.0794415416798357,0,1,2,0,7,1,1,311.0
8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,201,5.308267697401205,0,0,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,1,12149.0
5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,300,5.707110264748875,1,0,0,6,0,15,2.772588722239781,0,0,0,1,5,1,3,88484.0
3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,436,6.07993319509559,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,15576.0
6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,1,1,457.0
10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,93,4.543294782270004,0,0,3,2,3,28,3.367295829986474,1,1,3,0,8,1,0,78971.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,1951.0
6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,89,4.499809670330265,0,2,4,5,9,19,2.995732273553991,0,1,4,5,9,1,1,1616.0
4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,315,5.755742213586912,0,0,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,3,2639.0
7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,174,5.1647859739235145,1,0,4,6,4,24,3.2188758248682006,1,0,4,3,4,1,0,10351.0
9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,255,5.545177444479562,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,1,1,365.0
4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,434,6.075346031088684,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,6437.0
6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,315,5.755742213586912,0,0,0,0,5,10,2.3978952727983707,1,1,0,3,0,1,0,8335.0
11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,161,5.087596335232384,0,2,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,1,19.0
6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,167,5.123963979403259,0,2,2,6,7,24,3.2188758248682006,1,0,4,3,4,1,1,10759.0
5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,357,5.8805329864007,0,0,2,0,7,15,2.772588722239781,0,0,0,1,5,1,1,43543.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,356,5.877735781779639,1,2,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,4,105.0
12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,67,4.219507705176107,0,1,2,4,7,24,3.2188758248682006,1,0,4,3,4,1,1,719.0
7,2.0794415416798357,0,1,2,0,7,59,4.0943445622221,0,2,4,3,9,144,4.976733742420574,1,0,4,4,4,39,3.6888794541139363,0,0,4,4,9,1,0,106820.0
7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,212,5.3612921657094255,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,1,34413.0
9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,128,4.859812404361672,1,2,3,2,8,34,3.5553480614894135,1,1,4,6,4,1,0,82919.0
12,2.5649493574615367,1,0,2,5,2,51,3.9512437185814275,0,0,1,2,1,329,5.799092654460526,0,2,4,0,9,43,3.784189633918261,0,1,3,1,3,1,0,708724.0
3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,4,1327.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,1,1,655.0
12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,354,5.872117789475416,1,0,4,4,4,21,3.091042453358316,0,0,1,0,1,1,0,200909.0
9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,448,6.1070228877422545,1,1,3,0,8,27,3.332204510175204,0,0,2,6,7,1,1,568784.0
5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,163,5.099866427824199,0,1,3,2,3,25,3.258096538021482,0,1,0,4,5,1,1,8117.0
10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,576,6.3578422665081,1,0,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,4,5341.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,554,6.318968113746434,1,2,4,1,4,1,0.6931471805599453,0,1,1,1,1,1,3,7534.0
11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,143,4.969813299576001,0,2,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,42683.0
3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,408,6.013715156042802,1,0,3,2,8,48,3.8918202981106265,1,0,3,6,8,3,3,89099.0
4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,465,6.144185634125646,0,0,0,3,5,34,3.5553480614894135,1,1,4,6,4,1,0,720971.0
9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,1,1,1531.0
10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,489,6.194405391104672,0,0,4,6,9,22,3.1354942159291497,1,1,2,1,2,1,0,631947.0
3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,1,1,2789.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,310,5.739792912179234,1,1,0,2,0,1,0.6931471805599453,0,1,1,1,1,1,4,1834.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,1,5,57.0
7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,120,4.795790545596741,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,1,2,7211.0
11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,290,5.673323267171493,1,2,0,3,0,13,2.6390573296152584,0,1,3,6,3,1,0,58012.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,271,5.605802066295998,0,1,1,5,1,6,1.9459101490553132,1,0,1,6,6,1,1,221.0
12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,393,5.976350909297934,0,0,3,1,3,11,2.4849066497880004,0,2,1,4,1,1,0,1712.0
4,1.6094379124341003,1,1,4,4,4,59,4.0943445622221,0,2,4,3,9,203,5.318119993844216,0,2,3,0,3,48,3.8918202981106265,1,0,3,6,8,1,1,191029.0
9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,429,6.063785208687608,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,1,0,51973.0
8,2.1972245773362196,1,2,3,1,8,42,3.7612001156935624,1,0,2,0,2,238,5.476463551931511,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,2,0,8223.0
8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,181,5.204006687076795,0,1,1,6,1,24,3.2188758248682006,1,0,4,3,4,1,1,56045.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,194,5.272999558563747,1,2,4,5,4,12,2.5649493574615367,1,0,2,5,2,1,1,20623.0
7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,23,3.1780538303479458,0,2,3,2,3,30,3.4339872044851463,1,0,0,2,0,1,0,1319.0
3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,58,4.07753744390572,1,1,3,2,8,23,3.1780538303479458,0,2,3,2,3,1,1,23171.0
5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,381,5.945420608606575,0,0,1,3,1,26,3.295836866004329,1,2,1,5,6,1,0,36041.0
7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,278,5.631211781821365,1,2,3,5,8,11,2.4849066497880004,0,2,1,4,1,1,0,154772.0
12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,509,6.234410725718371,0,2,4,5,9,14,2.70805020110221,1,2,4,0,4,1,0,111317.0
9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,303,5.717027701406222,0,0,3,2,3,12,2.5649493574615367,1,0,2,5,2,1,0,7493.0
10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,271,5.605802066295998,0,1,1,5,1,53,3.9889840465642745,0,2,3,4,3,1,0,45339.0
5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,250,5.5254529391317835,1,1,0,5,0,23,3.1780538303479458,0,2,3,2,3,1,1,52588.0
4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,399,5.991464547107982,0,0,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,2,1261.0
12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,37,3.6375861597263857,0,1,2,2,7,18,2.9444389791664403,1,0,3,4,8,1,0,2267.0
8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,338,5.82600010738045,1,2,3,2,8,7,2.0794415416798357,0,1,2,0,7,1,0,857.0
5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,115,4.7535901911063645,0,1,0,3,5,22,3.1354942159291497,1,1,2,1,2,1,2,21767.0
11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,510,6.236369590203704,1,0,0,6,0,14,2.70805020110221,1,2,4,0,4,1,1,118667.0
4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,413,6.025865973825314,0,2,3,0,3,4,1.6094379124341003,1,1,4,4,4,1,3,8577.0
8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,297,5.697093486505405,0,0,2,3,7,14,2.70805020110221,1,2,4,0,4,1,0,30019.0
7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,0,4,0,108,4.6913478822291435,1,0,3,3,8,44,3.8066624897703196,1,2,4,2,4,1,0,67747.0
4,1.6094379124341003,1,1,4,4,4,51,3.9512437185814275,0,0,1,2,1,335,5.817111159963204,0,2,0,6,5,18,2.9444389791664403,1,0,3,4,8,1,0,11471.0
11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,160,5.081404364984463,1,1,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,0,10643.0
4,1.6094379124341003,1,1,4,4,4,46,3.8501476017100584,1,1,1,4,6,276,5.6240175061873385,1,0,1,3,6,9,2.302585092994046,0,0,4,2,9,1,2,38315.0
4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,386,5.958424693029782,1,2,1,1,6,10,2.3978952727983707,1,1,0,3,0,1,0,68739.0
11,2.4849066497880004,0,2,1,4,1,32,3.4965075614664802,1,2,2,4,2,497,6.210600077024653,0,2,2,0,7,19,2.995732273553991,0,1,4,5,9,1,0,19037.0
11,2.4849066497880004,0,2,1,4,1,53,3.9889840465642745,0,2,3,4,3,307,5.730099782973574,0,1,2,6,7,47,3.871201010907891,0,2,2,5,7,1,0,187797.0
12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,255,5.545177444479562,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,1,2,3971.0
3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,443,6.095824562432225,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,1,7699.0
3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,349,5.857933154483459,0,1,4,6,9,24,3.2188758248682006,1,0,4,3,4,1,2,12917.0
6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,246,5.5093883366279774,1,0,1,1,6,14,2.70805020110221,1,2,4,0,4,1,1,6715.0
10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,277,5.627621113690637,0,1,2,4,7,12,2.5649493574615367,1,0,2,5,2,1,0,6219.0
9,2.302585092994046,0,0,4,2,9,43,3.784189633918261,0,1,3,1,3,524,6.263398262591624,1,2,4,6,4,12,2.5649493574615367,1,0,2,5,2,1,0,67918.0
4,1.6094379124341003,1,1,4,4,4,49,3.912023005428146,0,1,4,0,9,380,5.942799375126701,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,1,2,187883.0
