slot_a_real,slot_a_real_abs_log1p,slot_a_real_is_even,slot_a_real_mod3,slot_a_real_mod5,slot_a_real_mod7,slot_a_real_mod10,slot_a_imag,slot_a_imag_abs_log1p,slot_a_imag_is_even,slot_a_imag_mod3,slot_a_imag_mod5,slot_a_imag_mod7,slot_a_imag_mod10,slot_b_real,slot_b_real_abs_log1p,slot_b_real_sign,slot_b_real_is_even,slot_b_real_mod3,slot_b_real_mod5,slot_b_real_mod7,slot_b_real_mod10,slot_b_imag,slot_b_imag_abs_log1p,slot_b_imag_sign,slot_b_imag_is_even,slot_b_imag_mod3,slot_b_imag_mod5,slot_b_imag_mod7,slot_b_imag_mod10,slot_radius,slot_radius_abs_log1p,slot_radius_is_even,slot_radius_mod3,slot_radius_mod5,slot_radius_mod7,slot_radius_mod10,gcd_all,n_multiple_pairs,y
38,3.6635616461296463,1,2,3,3,8,132,4.890349128221754,1,0,2,6,2,3110,8.042699496897637,1,1,2,0,2,0,17220,9.7538848483049,1,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,1,2,2900.0
145,4.983606621708336,0,1,0,5,5,22,3.1354942159291497,1,1,2,1,2,-2660,7.886457270977689,-1,1,1,0,0,0,-2096,7.64826303090192,-1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,1508.0
137,4.927253685157205,0,2,2,4,7,83,4.430816798843313,0,2,3,6,3,-7904,8.975250749643573,-1,1,1,1,6,6,-15332,9.63776264743639,-1,1,1,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,2,4403.0
120,4.795790545596741,1,0,0,1,0,25,3.258096538021482,0,1,0,4,5,-5600,8.630700432209832,-1,1,1,0,0,0,-4220,8.347827345782498,-1,1,1,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,4,928.0
145,4.983606621708336,0,1,0,5,5,121,4.804021044733257,0,1,1,2,1,-5000,8.517393171418904,-1,1,1,0,5,0,18016,9.7990710356157,1,1,1,1,5,6,8,2.1972245773362196,1,2,3,1,8,1,2,1391.0
48,3.8918202981106265,1,0,3,6,8,60,4.110873864173311,1,0,0,4,0,2064,7.632885505395133,1,1,0,4,6,4,6820,8.82776136765472,1,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,5,3478.0
50,3.9318256327243257,1,2,0,1,0,78,4.3694478524670215,1,0,3,1,8,-6966,8.848939995030118,-1,1,0,4,6,4,-6642,8.80131894766524,-1,1,0,3,1,8,9,2.302585092994046,0,0,4,2,9,1,2,1476.0
129,4.867534450455582,0,0,4,3,9,105,4.663439094112067,0,0,0,0,5,-6414,8.766394277049736,-1,1,0,1,5,6,8028,8.990815266184685,1,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,3,2,767.0
117,4.770684624465665,0,0,2,5,7,138,4.9344739331306915,1,0,3,5,8,-5952,8.69165057315339,-1,1,0,3,5,8,10880,9.294773427951013,1,1,2,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,320.0
80,4.394449154672439,1,2,0,3,0,57,4.060443010546419,0,0,2,1,7,675,6.516193076042964,1,0,0,0,3,5,3861,8.258940462988459,1,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,3,1209.0
94,4.553876891600541,1,1,4,3,4,67,4.219507705176107,0,1,2,4,7,-6102,8.716535732544495,-1,1,0,3,2,8,8262,9.019542996701185,1,1,0,2,2,2,9,2.302585092994046,0,0,4,2,9,1,2,357.0
75,4.330733340286331,0,0,0,5,5,91,4.5217885770490405,0,1,1,0,1,1620,7.390798521735676,1,1,0,0,3,0,-9324,9.140454244512016,-1,1,0,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,2,2220.0
142,4.962844630259907,1,1,2,2,2,104,4.653960350157523,1,2,4,6,4,-26622,10.189530782819384,-1,1,0,3,6,8,-7452,8.916371914881694,-1,1,0,3,3,8,9,2.302585092994046,0,0,4,2,9,1,2,2436.0
64,4.174387269895637,1,1,4,1,4,73,4.30406509320417,0,1,3,3,3,1140,7.039660349862076,1,1,0,0,6,0,14436,9.577549634629815,1,1,0,1,2,6,6,1.9459101490553132,1,0,1,6,6,1,2,2050.0
43,3.784189633918261,0,1,3,1,3,31,3.4657359027997265,0,1,1,3,1,-11547,9.354267540782825,-1,0,0,3,3,3,17631,9.777470711952642,1,0,0,1,5,1,9,2.302585092994046,0,0,4,2,9,1,2,1904.0
114,4.74493212836325,1,0,4,2,4,121,4.804021044733257,0,1,1,2,1,-5574,8.62604759632832,-1,1,0,1,5,6,828,6.720220155135295,1,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,3,637.0
145,4.983606621708336,0,1,0,5,5,79,4.382026634673881,0,1,4,2,9,-4330,8.373553741214627,-1,1,2,0,3,0,2915,7.977968093128549,1,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,1,3,235.0
81,4.406719247264253,0,0,1,4,1,74,4.31748811353631,1,2,4,4,4,-8964,9.101083386039234,-1,1,0,1,3,6,29544,10.293669803779775,1,1,0,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,2,4592.0
35,3.58351893845611,0,2,0,0,5,91,4.5217885770490405,0,1,1,0,1,-6776,8.821289805136113,-1,1,1,4,0,4,-9728,9.182866394975427,-1,1,1,2,2,2,8,2.1972245773362196,1,2,3,1,8,1,2,2025.0
17,2.8903717578961645,0,2,2,3,7,139,4.941642422609304,0,1,4,6,9,5740,8.655388690167637,1,1,1,0,0,0,-7800,8.962007209588313,-1,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,2294.0
142,4.962844630259907,1,1,2,2,2,142,4.962844630259907,1,1,2,2,2,-1096,7.00033446027523,-1,1,2,4,3,4,-422,6.0473721790462776,-1,1,1,3,5,8,2,1.0986122886681098,1,2,2,2,2,2,5,561.0
86,4.465908118654584,1,2,1,2,6,107,4.68213122712422,0,2,2,2,7,-996,6.904750769961838,-1,1,0,4,5,4,800,6.68586094706836,1,1,2,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,2,247.0
49,3.912023005428146,0,1,4,0,9,14,2.70805020110221,1,2,4,0,4,1745,7.465082736399547,1,0,2,0,2,5,13550,9.514215624322715,1,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,2706.0
130,4.875197323201151,1,1,0,4,0,95,4.564348191467836,0,2,0,4,5,-16362,9.702777967428895,-1,1,0,3,4,8,-18225,9.810604425056072,-1,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,1,2,2952.0
30,3.4339872044851463,1,0,0,2,0,127,4.852030263919617,0,1,2,1,7,1015,6.923628628138427,1,0,1,0,0,5,259,5.560681631015528,1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,923.0
101,4.624972813284271,0,2,1,3,1,114,4.74493212836325,1,0,4,2,4,-2925,7.98139158158007,-1,0,0,0,1,5,3810,8.24564690087386,1,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,208.0
130,4.875197323201151,1,1,0,4,0,29,3.4011973816621555,0,2,4,1,9,-850,6.7464121285733745,-1,1,2,0,4,0,6485,8.777401286867264,1,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,1,3,1248.0
84,4.442651256490317,1,0,4,0,4,51,3.9512437185814275,0,0,1,2,1,-48,3.8918202981106265,-1,1,0,2,1,2,-3744,8.22817689595132,-1,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,3,4,1054.0
23,3.1780538303479458,0,2,3,2,3,139,4.941642422609304,0,1,4,6,9,-1278,7.153833801578843,-1,1,0,2,3,2,9855,9.1958356857733,1,0,0,0,6,5,9,2.302585092994046,0,0,4,2,9,1,2,169.0
100,4.61512051684126,1,1,0,2,0,78,4.3694478524670215,1,0,3,1,8,-4048,8.30622521603216,-1,1,2,2,5,2,12128,9.40335455830888,1,1,2,3,4,8,4,1.6094379124341003,1,1,4,4,4,2,3,2788.0
109,4.700480365792417,0,1,4,4,9,67,4.219507705176107,0,1,2,4,7,-2565,7.850103545175582,-1,0,0,0,4,5,-6318,8.751316246773456,-1,1,0,2,3,2,9,2.302585092994046,0,0,4,2,9,1,2,1479.0
54,4.007333185232471,1,0,4,5,4,64,4.174387269895637,1,1,4,1,4,-2524,7.83399634170946,-1,1,2,1,3,6,-2960,7.993282328101591,-1,1,1,0,1,0,4,1.6094379124341003,1,1,4,4,4,2,3,1079.0
66,4.204692619390966,1,0,1,3,6,121,4.804021044733257,0,1,1,2,1,-1236,7.1204443723924875,-1,1,0,4,3,4,4804,8.477412321404392,1,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,3,2214.0
57,4.060443010546419,0,0,2,1,7,76,4.343805421853684,1,1,1,6,6,-2997,8.005700678662542,-1,0,0,3,6,3,-10356,9.24541789858888,-1,1,0,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,3,3772.0
145,4.983606621708336,0,1,0,5,5,124,4.8283137373023015,1,1,4,5,4,116,4.762173934797756,1,1,2,1,4,6,-432,6.07073772800249,-1,1,0,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,3,580.0
75,4.330733340286331,0,0,0,5,5,141,4.955827057601261,0,0,1,1,1,-900,6.803505257608338,-1,1,0,0,3,0,2976,7.998671361015776,1,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,1,3,195.0
31,3.4657359027997265,0,1,1,3,1,69,4.248495242049359,0,0,4,6,9,-2736,7.914617709040679,-1,1,0,4,1,4,3456,8.148156439921625,1,1,0,1,5,6,4,1.6094379124341003,1,1,4,4,4,1,2,812.0
15,2.772588722239781,0,0,0,1,5,137,4.927253685157205,0,2,2,4,7,2505,7.826443135456014,1,0,0,0,6,5,4005,8.295548516225763,1,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,5,1276.0
59,4.0943445622221,0,2,4,3,9,16,2.833213344056216,1,1,1,2,6,2245,7.716906135298388,1,0,1,0,5,5,-6575,8.791181936736017,-1,0,1,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,1581.0
90,4.51085950651685,1,0,0,6,0,96,4.574710978503383,1,0,1,5,6,-8896,9.093469420244768,-1,1,2,4,1,4,12024,9.394743094973961,1,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,2,3,833.0
82,4.418840607796598,1,1,2,5,2,84,4.442651256490317,1,0,4,0,4,-11376,9.339349052539717,-1,1,0,4,6,4,-21546,9.977991874704234,-1,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,3,4329.0
103,4.6443908991413725,0,1,3,5,3,24,3.2188758248682006,1,0,4,3,4,-1269,7.146772179452637,-1,0,0,1,5,1,672,6.511745329644728,1,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,1,4,190.0
22,3.1354942159291497,1,1,2,1,2,98,4.59511985013459,1,2,3,0,8,-1150,7.048386408721883,-1,1,2,0,5,0,8400,9.036106025364846,1,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,175.0
136,4.919980925828125,1,1,1,3,6,126,4.844187086458591,1,0,1,0,6,-8134,9.003931019653137,-1,1,2,1,0,6,4214,8.346404870435956,1,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,3,350.0
77,4.356708826689592,0,2,2,0,7,36,3.6109179126442243,1,0,1,1,6,-405,6.0063531596017325,-1,0,0,0,1,5,13851,9.536184905522312,1,0,0,1,5,1,9,2.302585092994046,0,0,4,2,9,1,3,1377.0
137,4.927253685157205,0,2,2,4,7,117,4.770684624465665,0,0,2,5,7,-6752,8.817742129574842,-1,1,1,3,3,8,1608,7.3833681469923835,1,1,0,3,5,8,8,2.1972245773362196,1,2,3,1,8,1,2,777.0
137,4.927253685157205,0,2,2,4,7,35,3.58351893845611,0,2,0,0,5,-18176,9.807912337613098,-1,1,1,4,3,4,-25200,10.134638955251866,-1,1,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,1,3,3626.0
102,4.634728988229636,1,0,2,4,2,125,4.836281906951478,0,2,0,6,5,-3087,8.035278911144667,-1,0,0,3,0,3,22545,10.023312945604477,1,0,0,0,5,5,9,2.302585092994046,0,0,4,2,9,1,2,1495.0
138,4.9344739331306915,1,0,3,5,8,94,4.553876891600541,1,1,4,3,4,-840,6.734591659972948,-1,1,0,0,0,0,916,6.821107472256465,1,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,306.0
121,4.804021044733257,0,1,1,2,1,38,3.6635616461296463,1,2,3,3,8,496,6.208590026096629,1,1,1,1,6,6,-3208,8.073714641109857,-1,1,2,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,3,1750.0
97,4.584967478670572,0,1,2,6,7,49,3.912023005428146,0,1,4,0,9,-414,6.028278520230698,-1,1,0,1,6,6,2481,7.8168199657645525,1,0,0,1,3,1,3,1.3862943611198906,0,0,3,3,3,1,2,697.0
49,3.912023005428146,0,1,4,0,9,102,4.634728988229636,1,0,2,4,2,-505,6.226536669287466,-1,0,2,0,6,5,-650,6.478509642208569,-1,1,1,0,1,0,5,1.791759469228055,0,2,0,5,5,1,2,656.0
148,5.003946305945459,1,1,3,1,8,117,4.770684624465665,0,0,2,5,7,-1048,6.955592608396297,-1,1,2,2,2,2,1076,6.981934677156389,1,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,3,380.0
113,4.736198448394496,0,2,3,1,3,42,3.7612001156935624,1,0,2,0,2,236,5.4680601411351315,1,1,2,1,5,6,7680,8.946505025998682,1,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,2,1825.0
127,4.852030263919617,0,1,2,1,7,66,4.204692619390966,1,0,1,3,6,-960,6.8679744089702925,-1,1,0,0,6,0,14760,9.599743846536997,1,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,1,3,2150.0
27,3.332204510175204,0,0,2,6,7,99,4.605170185988092,0,0,4,1,9,3360,8.119993827725105,1,1,0,0,0,0,-9476,9.156623089470195,-1,1,1,4,2,4,4,1.6094379124341003,1,1,4,4,4,1,2,2923.0
77,4.356708826689592,0,2,2,0,7,18,2.9444389791664403,1,0,3,4,8,4192,8.341171747170762,1,1,1,2,6,2,10728,9.280705634636746,1,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,1,3,1653.0
50,3.9318256327243257,1,2,0,1,0,23,3.1780538303479458,0,2,3,2,3,117,4.770684624465665,1,0,0,2,5,7,-2313,7.746732907753622,-1,0,0,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,2,861.0
49,3.912023005428146,0,1,4,0,9,100,4.61512051684126,1,1,0,2,0,-2170,7.682943169878292,-1,1,2,0,0,0,13640,9.52083524249312,1,1,2,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,3,455.0
39,3.6888794541139363,0,0,4,4,9,64,4.174387269895637,1,1,4,1,4,-2130,7.664346632098617,-1,1,0,0,5,0,5560,8.623533227187563,1,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,825.0
31,3.4657359027997265,0,1,1,3,1,99,4.605170185988092,0,0,4,1,9,9536,9.162934249578912,1,1,2,1,2,6,18432,9.821897815496174,1,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,2,2088.0
17,2.8903717578961645,0,2,2,3,7,103,4.6443908991413725,0,1,3,5,3,-3945,8.28045768658256,-1,0,0,0,3,5,-4025,8.300528606199737,-1,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,1,2,1496.0
103,4.6443908991413725,0,1,3,5,3,27,3.332204510175204,0,0,2,6,7,-12393,9.424967763522053,-1,0,0,2,4,7,20187,9.912843647460154,1,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,4,2050.0
15,2.772588722239781,0,0,0,1,5,41,3.7376696182833684,0,2,1,6,1,2000,7.601402334583733,1,1,2,0,5,0,-4480,8.407601514786142,-1,1,2,0,0,0,8,2.1972245773362196,1,2,3,1,8,1,2,962.0
117,4.770684624465665,0,0,2,5,7,19,2.995732273553991,0,1,4,5,9,-21330,9.967916692691817,-1,1,0,0,6,0,-40900,10.61890979160975,-1,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,1,2,4387.0
30,3.4339872044851463,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,-1560,7.353081920515432,-1,1,0,0,1,0,-1472,7.29505641646263,-1,1,1,3,5,8,2,1.0986122886681098,1,2,2,2,2,2,7,1044.0
46,3.8501476017100584,1,1,1,4,6,88,4.48863636973214,1,1,3,4,8,6986,8.85180655855245,1,1,2,1,0,6,14014,9.547883463598888,1,1,1,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,2,1914.0
124,4.8283137373023015,1,1,4,5,4,139,4.941642422609304,0,1,4,6,9,-2524,7.83399634170946,-1,1,2,1,3,6,4624,8.439231649946526,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,3,615.0
134,4.90527477843843,1,2,4,1,4,129,4.867534450455582,0,0,4,3,9,-740,6.608000625296087,-1,1,1,0,2,0,244,5.501258210544727,1,1,1,4,6,4,2,1.0986122886681098,1,2,2,2,2,1,3,170.0
111,4.718498871295094,0,0,1,6,1,60,4.110873864173311,1,0,0,4,0,-2110,7.65491704784832,-1,1,2,0,4,0,-5472,8.607582191143917,-1,1,0,3,2,8,2,1.0986122886681098,1,2,2,2,2,1,3,2975.0
17,2.8903717578961645,0,2,2,3,7,125,4.836281906951478,0,2,0,6,5,628,6.444131256700441,1,1,1,3,5,8,2530,7.836369760545124,1,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,2,1073.0
138,4.9344739331306915,1,0,3,5,8,79,4.382026634673881,0,1,4,2,9,336,5.820082930352362,1,1,0,1,0,6,8684,9.069352678675205,1,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,2,1961.0
98,4.59511985013459,1,2,3,0,8,18,2.9444389791664403,1,0,3,4,8,1246,7.1284959456800365,1,1,1,1,0,6,-7208,8.883085524404578,-1,1,1,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,4,3731.0
131,4.882801922586371,0,2,1,5,1,86,4.465908118654584,1,2,1,2,6,306,5.726847747587197,1,1,0,1,5,6,-1648,7.407924322559599,-1,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,1,3,1079.0
62,4.143134726391533,1,2,2,6,2,42,3.7612001156935624,1,0,2,0,2,-2270,7.7279755421055585,-1,1,1,0,5,0,-1050,6.957497370876951,-1,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,1,3,444.0
139,4.941642422609304,0,1,4,6,9,100,4.61512051684126,1,1,0,2,0,758,6.63200177739563,1,1,2,3,2,8,-5440,8.601718146485926,-1,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,2993.0
68,4.23410650459726,1,2,3,5,8,137,4.927253685157205,0,2,2,4,7,585,6.373319789577012,1,0,0,0,4,5,-2871,7.962763930168115,-1,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,1,2,1425.0
26,3.295836866004329,1,2,1,5,6,69,4.248495242049359,0,0,4,6,9,-6424,8.76795190976342,-1,1,2,1,2,6,-7008,8.854950316500325,-1,1,0,2,6,2,8,2.1972245773362196,1,2,3,1,8,1,2,1547.0
141,4.955827057601261,0,0,1,1,1,87,4.477336814478207,0,0,2,3,7,-4005,8.295548516225763,-1,0,0,0,6,5,1535,7.336936913707618,1,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,2,160.0
19,2.995732273553991,0,1,4,5,9,24,3.2188758248682006,1,0,4,3,4,-11711,9.368369236201092,-1,0,1,4,0,9,12495,9.433163872079467,1,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,2,2233.0
114,4.74493212836325,1,0,4,2,4,25,3.258096538021482,0,1,0,4,5,-3312,8.105609402299896,-1,1,0,3,6,8,22329,10.013686344834204,1,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,1,2,2350.0
14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,-2730,7.912423121473705,-1,1,0,0,0,0,-3560,8.177796683277778,-1,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,6,475.0
60,4.110873864173311,1,0,0,4,0,64,4.174387269895637,1,1,4,1,4,-3240,8.083637203141548,-1,1,0,0,1,0,-2894,7.970740390007095,-1,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,5,2175.0
135,4.912654885736052,0,0,0,2,5,122,4.812184355372417,1,2,2,3,2,-11484,9.3487971151232,-1,1,0,1,3,6,-14928,9.61106090905359,-1,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,1,2,3404.0
38,3.6635616461296463,1,2,3,3,8,55,4.02535169073515,0,1,0,6,5,-7340,8.901230352110781,-1,1,1,0,3,0,10220,9.232199706329077,1,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,590.0
10,2.3978952727983707,1,1,0,3,0,145,4.983606621708336,0,1,0,5,5,2334,7.755767170102998,1,1,0,4,3,4,5850,8.674367865788236,1,1,0,0,5,0,3,1.3862943611198906,0,0,3,3,3,1,3,1717.0
40,3.713572066704308,1,1,0,5,0,79,4.382026634673881,0,1,4,2,9,-7546,8.928905412284868,-1,1,2,4,0,4,-15281,9.634430944207512,-1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,2850.0
25,3.258096538021482,0,1,0,4,5,82,4.418840607796598,1,1,2,5,2,-6420,8.76732914779405,-1,1,0,0,6,0,15550,9.651880224221337,1,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,1,3,833.0
19,2.995732273553991,0,1,4,5,9,47,3.871201010907891,0,2,2,5,7,-7731,8.953122840328222,-1,0,0,4,4,9,15417,9.643290937019207,1,0,0,2,3,7,9,2.302585092994046,0,0,4,2,9,1,2,1462.0
21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,240,5.484796933490655,1,1,0,0,2,0,1200,7.0909098220799835,1,1,0,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,3,240.0
29,3.4011973816621555,0,2,4,1,9,48,3.8918202981106265,1,0,3,6,8,5215,8.559486103606488,1,0,1,0,0,5,21707,9.985436135183296,1,0,2,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,2923.0
83,4.430816798843313,0,2,3,6,3,150,5.017279836814924,1,0,0,3,0,-882,6.78332520060396,-1,1,0,3,0,8,18270,9.813070382411665,1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,1625.0
25,3.258096538021482,0,1,0,4,5,114,4.74493212836325,1,0,4,2,4,-2140,7.669028288589683,-1,1,2,0,2,0,-5494,8.611593866837723,-1,1,2,1,1,6,2,1.0986122886681098,1,2,2,2,2,1,3,3145.0
46,3.8501476017100584,1,1,1,4,6,57,4.060443010546419,0,0,2,1,7,-470,6.154858094016418,-1,1,1,0,6,0,150,5.017279836814924,1,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,289.0
138,4.9344739331306915,1,0,3,5,8,71,4.276666119016055,0,2,1,1,1,108,4.6913478822291435,1,1,0,3,3,8,25116,10.131300186698601,1,1,0,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,4,3854.0
46,3.8501476017100584,1,1,1,4,6,85,4.454347296253507,0,1,0,1,5,-6610,8.796490207333578,-1,1,2,0,5,0,18050,9.800956363888462,1,1,2,0,4,0,5,1.791759469228055,0,2,0,5,5,1,3,3367.0
42,3.7612001156935624,1,0,2,0,2,45,3.828641396489095,0,0,0,3,5,432,6.07073772800249,1,1,0,2,5,2,1930,7.565793282428515,1,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,3,925.0
111,4.718498871295094,0,0,1,6,1,38,3.6635616461296463,1,2,3,3,8,-16230,9.69467827290507,-1,1,0,0,3,0,26600,10.188704088048116,1,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,3,2337.0
109,4.700480365792417,0,1,4,4,9,58,4.07753744390572,1,1,3,2,8,1295,7.16703787691222,1,0,2,0,0,5,-10275,9.237566358229774,-1,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,2,2479.0
18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,-7014,8.855805992536562,-1,1,0,1,0,6,-17248,9.755509449764629,-1,1,2,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,2,2701.0
21,3.091042453358316,0,0,1,0,1,48,3.8918202981106265,1,0,3,6,8,6759,8.81877816903701,1,0,0,4,4,9,12771,9.455010553834672,1,0,0,1,3,1,9,2.302585092994046,0,0,4,2,9,3,2,1363.0
82,4.418840607796598,1,1,2,5,2,65,4.189654742026425,0,2,0,2,5,-12440,9.42875274891449,-1,1,1,0,6,0,-1450,7.280008252884188,-1,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,901.0
147,4.997212273764115,0,0,2,0,7,79,4.382026634673881,0,1,4,2,9,-11808,9.376617231601282,-1,1,0,2,1,2,7576,8.932872621931374,1,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,1,2,435.0
41,3.7376696182833684,0,2,1,6,1,125,4.836281906951478,0,2,0,6,5,-1341,7.201916317531627,-1,0,0,4,3,9,5445,8.602636673233706,1,0,0,0,6,5,3,1.3862943611198906,0,0,3,3,3,1,2,1476.0
124,4.8283137373023015,1,1,4,5,4,139,4.941642422609304,0,1,4,6,9,1628,7.395721608602045,1,1,2,3,4,8,-8884,9.092119740588751,-1,1,2,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,3,4838.0
66,4.204692619390966,1,0,1,3,6,19,2.995732273553991,0,1,4,5,9,-4050,8.30671904320269,-1,1,0,0,3,0,5300,8.575650760987806,1,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,1,2,425.0
110,4.709530201312334,1,2,0,5,0,114,4.74493212836325,1,0,4,2,4,2350,7.762596048540069,1,1,1,0,5,0,17725,9.782787767298343,1,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,1,3,3145.0
53,3.9889840465642745,0,2,3,4,3,100,4.61512051684126,1,1,0,2,0,-11837,9.37906997525067,-1,0,1,3,0,3,14602,9.588982266040471,1,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,2,1914.0
124,4.8283137373023015,1,1,4,5,4,138,4.9344739331306915,1,0,3,5,8,-3171,8.06211758275474,-1,0,0,4,0,9,-210,5.351858133476067,-1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,1079.0
78,4.3694478524670215,1,0,3,1,8,75,4.330733340286331,0,0,0,5,5,-5990,8.698013622083925,-1,1,1,0,2,0,-5700,8.648396877031582,-1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,1,4,1717.0
34,3.5553480614894135,1,1,4,6,4,44,3.8066624897703196,1,2,4,2,4,-16254,9.696155832738006,-1,1,0,1,0,6,-10611,9.26974071525763,-1,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,1,2,2175.0
125,4.836281906951478,0,2,0,6,5,98,4.59511985013459,1,2,3,0,8,-7380,8.906664409770052,-1,1,0,0,5,0,11928,9.386727689281946,1,1,0,3,0,8,6,1.9459101490553132,1,0,1,6,6,1,2,1480.0
58,4.07753744390572,1,1,3,2,8,86,4.465908118654584,1,2,1,2,6,-9760,9.186150133174966,-1,1,2,0,5,0,20150,9.911009193934975,1,1,2,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,2,1221.0
135,4.912654885736052,0,0,0,2,5,54,4.007333185232471,1,0,4,5,4,48,3.8918202981106265,1,1,0,3,6,8,5004,8.518192691749322,1,1,0,4,6,4,4,1.6094379124341003,1,1,4,4,4,1,2,1173.0
28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,416,6.0330862217988015,1,1,2,1,3,6,1392,7.239214973779806,1,1,0,2,6,2,4,1.6094379124341003,1,1,4,4,4,1,3,360.0
