slot_tube_radius,slot_tube_radius_abs_log1p,slot_tube_radius_is_even,slot_tube_radius_mod3,slot_tube_radius_mod5,slot_tube_radius_mod7,slot_tube_radius_mod10,slot_axis_distance,slot_axis_distance_abs_log1p,slot_axis_distance_is_even,slot_axis_distance_mod3,slot_axis_distance_mod5,slot_axis_distance_mod7,slot_axis_distance_mod10,slot_sphere_radius,slot_sphere_radius_abs_log1p,slot_sphere_radius_is_even,slot_sphere_radius_mod3,slot_sphere_radius_mod5,slot_sphere_radius_mod7,slot_sphere_radius_mod10,gcd_all,n_multiple_pairs,y
6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,1,0,181.0
6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,29,3.4011973816621555,0,2,4,1,9,1,1,7069.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,1,1,5039.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,955.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,5,1,65.0
12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,0,5,0,1,0,1471.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,1,1,1199.0
11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,1,0,4525.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,2201.0
2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,1,1261.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,3,2,93.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,341.0
19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,1,2,3247.0
19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,1,0,5085.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,1,1,79.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,41,3.7376696182833684,0,2,1,6,1,1,2,2737.0
5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,1,0,4871.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,221.0
5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,1,1,2719.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,1,0,1291.0
7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,0,703.0
13,2.6390573296152584,0,1,3,6,3,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,1,0,3667.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,1,145.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,1,0,2339.0
19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,1,2,1879.0
18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,29,3.4011973816621555,0,2,4,1,9,1,2,1561.0
19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,42,3.7612001156935624,1,0,2,0,2,1,1,34919.0
12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,39,3.6888794541139363,0,0,4,4,9,1,0,2857.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,1,0,5911.0
18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,1,2,31.0
2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,1,127.0
12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,1,2,151.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,0,403.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,1,143.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,1,0,4721.0
5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,0,2231.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,1391.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,33,3.5263605246161616,0,0,3,5,3,3,0,551.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,1,1,103.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,1,1,4001.0
9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,0,239.0
18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,44,3.8066624897703196,1,2,4,2,4,2,0,3571.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,2,679.0
13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,28,3.367295829986474,1,1,3,0,8,1,1,10079.0
18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,37,3.6375861597263857,0,1,2,2,7,1,0,22357.0
15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,1,0,10399.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,1,1,259.0
8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,28,3.367295829986474,1,1,3,0,8,4,1,493.0
8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,1,1,713.0
4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,1,1,3457.0
2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,2,2,73.0
2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,1,1,503.0
8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,2,0,61.0
8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,2,2,545.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,1,331.0
10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,1,3,23.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,961.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,677.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,1,0,4099.0
13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,41,3.7376696182833684,0,2,1,6,1,1,0,3043.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,0,311.0
20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,31,3.4657359027997265,0,1,1,3,1,1,2,1801.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,1,0,1135.0
7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,0,2011.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,1,1,31.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,1,0,419.0
5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,1,1,6359.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,2,0,44.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,1,2,151.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,163.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,2,1,9.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,35,3.58351893845611,0,2,0,0,5,1,0,4969.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,1,0,910.0
12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,42,3.7612001156935624,1,0,2,0,2,3,0,33.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,2,3,95.0
15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,2,353.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,5.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,1,2,863.0
14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,33,3.5263605246161616,0,0,3,5,3,1,0,16601.0
12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,1,2,31.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,1,1,5641.0
14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,41,3.7376696182833684,0,2,1,6,1,1,0,1247.0
17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,1,0,1193.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,1,1,55.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,1,0,4193.0
10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,1,2,47.0
15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,33,3.5263605246161616,0,0,3,5,3,1,0,983.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,3,47.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,49,3.912023005428146,0,1,4,0,9,1,1,5921.0
20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,48,3.8918202981106265,1,0,3,6,8,2,0,3239.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,1,4309.0
18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,1,0,863.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,0,323.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,1,0,1817.0
11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,1,0,23479.0
9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,1,1,55.0
3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,1,1,215.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,1,0,1027.0
2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,2,2,95.0
14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,1,0,3229.0
7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,1,0,8411.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,37,3.6375861597263857,0,1,2,2,7,1,0,379.0
15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,45,3.828641396489095,0,0,0,3,5,1,1,61.0
9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,9,3,31.0
12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,12,3,10.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,0,5,0,1,1,247.0
13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,1,0,21719.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,0,2,0,1,2,1631.0
9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,1,19.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,1,0,11623.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,2,191.0
10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,0,499.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,2,0,37.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,2,2,149.0
9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,47.0
19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,43,3.784189633918261,0,1,3,1,3,1,0,11365.0
11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,1,0,8699.0
20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,1,0,12809.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,383.0
17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,1,0,18611.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,35,3.58351893845611,0,2,0,0,5,5,3,59.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,47,3.871201010907891,0,2,2,5,7,1,0,4773.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,453.0
8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,2,29.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,1,659.0
19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,1,0,3109.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,1,0,2173.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,0,1207.0
18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,45,3.828641396489095,0,0,0,3,5,3,0,21.0
12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,31,3.4657359027997265,0,1,1,3,1,1,0,14209.0
14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,1,0,13693.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,1,271.0
16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,38,3.6635616461296463,1,2,3,3,8,1,0,5465.0
18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,1,0,101.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,1,3499.0
3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,1,1,319.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,1,1,397.0
14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,26,3.295836866004329,1,2,1,5,6,1,0,293.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,1,41.0
15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,3,1,433.0
18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,0,173.0
2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,2,2,623.0
16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,38,3.6635616461296463,1,2,3,3,8,1,0,337.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,0,85.0
6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,1,0,2689.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0,573.0
6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,0,269.0
20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0,283.0
19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,1,0,2081.0
5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,30,3.4339872044851463,1,0,0,2,0,1,1,311.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,0,899.0
11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,1,0,2063.0
17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,34,3.5553480614894135,1,1,4,6,4,1,1,47.0
10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,1,0,1679.0
14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,44,3.8066624897703196,1,2,4,2,4,2,0,703.0
18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,1,0,14761.0
19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,45,3.828641396489095,0,0,0,3,5,1,0,15367.0
13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,1,3527.0
14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,42,3.7612001156935624,1,0,2,0,2,1,1,43.0
4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,4,2,41.0
8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,32,3.4965075614664802,1,2,2,4,2,1,1,199.0
15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,0,10339.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,0,445.0
12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,0,23.0
8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,0,6,0,2,1,221.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,1,83.0
16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,41,3.7376696182833684,0,2,1,6,1,1,0,4411.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,83.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,1,0,43.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,2,31.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,8,3,7.0
15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,3,2,9.0
8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,2,1,17.0
15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,1,0,2899.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,1,1,167.0
11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,0,5,1,0,431.0
18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,0,5,0,1,0,389.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,1,0,9659.0
13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,1,10871.0
11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,1,43.0
4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,29,3.4011973816621555,0,2,4,1,9,1,0,4769.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,1,1,1399.0
8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,1,0,2249.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,0,341.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,1,5.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,1,53.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,27,3.332204510175204,0,0,2,6,7,1,0,5417.0
20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,42,3.7612001156935624,1,0,2,0,2,1,0,451.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,24,3.2188758248682006,1,0,4,3,4,1,3,23.0
4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,1,0,7673.0
16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,2,2,641.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,1,2,631.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,295.0
17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,45,3.828641396489095,0,0,0,3,5,1,1,12343.0
